,geo,time,kpi,population,control_0,control_1,media_0,media_1,media_2,media_spend_0,media_spend_1,media_spend_2,reach_0,reach_1,frequency_0,frequency_1,rf_spend_0,rf_spend_1
11,geo_0,2021-04-12,16.11501019,3186,2.291252384,-0.05772028522,5,3,6,0.9807964682,0.6520878507,1.156348969,3086,2926,7.322180994,0.710825102,1.864436199,0.2578349796
12,geo_0,2021-04-19,24.93622604,3186,11.39440598,4.479607212,11,11,3,2.230290681,2.202379849,0.6126731826,3227,2855,14.34877312,4.271828373,3.269754624,0.4543656746
13,geo_0,2021-04-26,17.68202755,3186,-0.8849299985,-0.9683786645,3,0,2,0.6976972494,0.04855296507,0.4200179372,3005,2981,3.228792587,2.06408075,1.045758517,0.81281615
14,geo_0,2021-05-03,20.05875641,3186,8.33054138,4.331878869,4,15,2,0.7062701906,2.950775395,0.4903478182,3153,3147,10.66389607,10.34679385,2.532779214,2.46935877
15,geo_0,2021-05-10,39.03162815,3186,1.707765904,3.787989879,3,1,9,0.5619256984,0.25279536,1.777490356,3015,3038,3.774737128,4.890812598,1.154947426,1.37816252
16,geo_0,2021-05-17,0.3184336072,3186,1.410252151,-0.2359858258,3,4,1,0.6138978476,0.7872597198,0.1045334388,2911,2802,1.438928738,6.903982341,0.1122142524,0.9807964682
17,geo_0,2021-05-24,0.7246447283,3186,4.01996202,4.578739374,7,2,1,1.386902498,0.4891948624,0.1806321841,2965,3016,1.260439253,3.781744846,0.6520878507,1.156348969
18,geo_0,2021-05-31,19.49709784,3186,6.812439439,6.307270451,5,7,5,0.9718177717,1.428331871,1.066517222,3123,3120,9.151453404,9.011899244,2.230290681,2.202379849
19,geo_0,2021-06-07,9.911394018,3186,3.661370312,1.165002374,7,2,3,1.302471898,0.3656779063,0.637258834,2961,2970,1.063365913,1.488486247,0.6126731826,0.6976972494
20,geo_0,2021-06-14,31.70118385,3186,2.523078696,1.766996958,2,3,1,0.3275395522,0.6404468385,0.186853718,2895,2858,2.242764825,4.100089686,0.04855296507,0.4200179372
21,geo_0,2021-06-21,12.8342804,3186,5.080481872,6.42535142,4,6,3,0.7262826023,1.177426142,0.5982190638,2829,3195,5.531350953,12.75387698,0.7062701906,2.950775395
22,geo_0,2021-06-28,0.09348465212,3186,6.772413462,3.865141076,3,7,0,0.630198347,1.462782256,0.09270163562,2949,2956,0.4517390912,0.8096284919,0.4903478182,0.5619256984
23,geo_0,2021-07-05,27.33237159,3186,5.881178528,4.579608077,5,9,6,1.051945396,1.729090562,1.128982911,2875,3078,3.2639768,6.887451779,0.25279536,1.777490356
24,geo_0,2021-07-12,20.90613248,3186,5.207951785,1.419607674,11,1,7,2.139400685,0.2348258204,1.402341641,2839,2979,5.069489238,1.936298599,0.6138978476,0.7872597198
25,geo_0,2021-07-19,27.5669406,3186,0.9405090667,0.8457684671,2,1,2,0.3151899091,0.1292028508,0.4211503352,2910,3039,1.477332806,4.934512489,0.1045334388,1.386902498
26,geo_0,2021-07-26,0.09907629156,3186,2.080812796,4.546191325,3,5,1,0.6884474679,1.056165342,0.1651498408,2949,2882,0.4459743122,2.903160921,0.4891948624,0.1806321841
27,geo_0,2021-08-02,53.82141765,3186,11.08172761,5.676861337,10,7,3,1.900826487,1.46566244,0.5362436863,2997,3043,2.859088858,5.141659353,0.9718177717,1.428331871
28,geo_0,2021-08-09,68.36852387,3186,5.103020938,14.33557348,12,14,11,2.488252194,2.895889176,2.178779571,3007,3030,3.332586112,4.512359489,1.066517222,1.302471898
29,geo_0,2021-08-16,37.20603571,3186,2.689806154,1.441445114,4,0,10,0.8200751642,0.07075262151,2.054451727,2937,2964,0.1716104684,1.18629417,0.3656779063,0.637258834
30,geo_0,2021-08-23,16.90587218,3186,5.785547926,2.659852546,3,11,6,0.596823053,2.22244507,1.208274978,2933,2964,0.3623022389,1.202234192,0.3275395522,0.6404468385
31,geo_0,2021-08-30,45.2398085,3186,7.462386892,6.723161976,10,7,9,1.976639036,1.356366397,1.706573168,2919,2827,1.06573141,5.631413012,0.186853718,0.7262826023
32,geo_0,2021-09-06,43.88942842,3186,6.776083977,7.090883261,5,14,6,1.010500021,2.785870494,1.126912093,3018,2960,3.887130711,0.991095319,1.177426142,0.5982190638
33,geo_0,2021-09-13,77.94209457,3186,6.134629423,6.133647082,7,14,2,1.401989363,2.883150697,0.3477590611,2837,3046,5.150991735,5.313911278,0.630198347,1.462782256
34,geo_0,2021-09-20,28.43568106,3186,3.669712563,3.886278328,1,10,1,0.2704849985,1.969396708,0.1731234051,2909,3005,1.536491822,3.259726979,0.09270163562,1.051945396
35,geo_0,2021-09-27,38.22202308,3186,2.842430527,1.98310649,15,3,1,2.943621186,0.5863810192,0.2525451886,3073,3013,6.645452811,3.644914554,1.729090562,1.128982911
36,geo_0,2021-10-04,83.01672913,3186,10.73422451,6.305181232,15,12,14,2.922942026,2.480514791,2.86755896,3114,2877,8.697003423,3.174129102,2.139400685,0.2348258204
37,geo_0,2021-10-11,37.37980934,3186,7.213642352,9.939557411,10,1,15,1.906044658,0.1387743149,2.910064953,3040,2932,5.011708206,0.4240504547,1.402341641,0.3151899091
38,geo_0,2021-10-18,31.11521493,3186,7.112406045,4.442977027,4,9,10,0.731996629,1.802456396,1.947251968,2913,2942,1.353985746,0.1057516762,0.1292028508,0.4211503352
39,geo_0,2021-10-25,63.76917826,3186,4.406201468,6.424022872,4,8,10,0.8449899069,1.61407937,1.922206672,2969,3006,1.442237339,3.280826711,0.6884474679,1.056165342
40,geo_0,2021-11-01,10.65718131,3186,3.08485306,3.165385925,7,0,6,1.376425531,0.09940079058,1.298238174,2883,3090,2.825749204,7.504132435,0.1651498408,1.900826487
41,geo_0,2021-11-08,21.69215776,3186,5.146195052,4.227391427,12,2,4,2.326385897,0.3054321403,0.8503654597,3047,2846,5.328312199,4.681218431,1.46566244,0.5362436863
42,geo_0,2021-11-15,37.43846224,3186,6.548812072,6.431658593,3,14,8,0.5648464483,2.849263728,1.672294757,3149,3190,10.44126097,12.47944588,2.488252194,2.895889176
43,geo_0,2021-11-22,6.100407832,3186,0.1454963118,0.8805432471,7,1,8,1.407461836,0.2300839256,1.539249191,3118,2982,8.893897856,2.100375821,2.178779571,0.8200751642
44,geo_0,2021-11-29,40.71971121,3186,3.409654266,2.477230404,2,5,2,0.3256673393,1.031830558,0.3641539216,2893,3105,2.353763108,8.272258635,0.07075262151,2.054451727
45,geo_0,2021-12-06,38.81411262,3186,3.960149754,4.972369793,8,8,4,1.676433295,1.576590817,0.7917012444,2960,3122,0.9841152651,9.112225352,0.596823053,2.22244507
46,geo_0,2021-12-13,12.04947097,3186,1.175475576,1.852065268,7,0,2,1.396006713,0.09306150873,0.4912575927,3021,3098,4.04137489,7.883195182,1.208274978,1.976639036
47,geo_0,2021-12-20,46.71009907,3186,11.57042254,5.349348578,7,6,8,1.439391701,1.166673495,1.635031437,3036,3071,4.781831986,6.532865841,1.356366397,1.706573168
48,geo_0,2021-12-27,39.86792827,3186,7.482495087,7.174714797,17,10,0,3.383144775,1.944479487,0.08717777456,3001,3179,3.052500104,11.92935247,1.010500021,2.785870494
49,geo_0,2022-01-03,0.06954235785,3186,4.888935516,5.452081134,11,2,3,2.117016288,0.3159074105,0.5384153952,3013,3040,3.634560464,5.009946817,1.126912093,1.401989363
50,geo_0,2022-01-10,56.08731592,3186,4.113247364,5.299163203,5,14,1,0.9317583947,2.713342722,0.255245178,3188,2865,12.41575349,3.738795306,2.883150697,0.3477590611
51,geo_0,2022-01-17,5.041249841,3186,5.90193061,0.2345510834,1,5,2,0.1735614613,0.9015474756,0.3365217136,2873,3097,3.352424992,7.846983541,0.2704849985,1.969396708
52,geo_0,2022-01-24,3.168250645,3186,2.35646068,2.741787731,11,0,1,2.126635922,0.07993150836,0.1474686524,2883,3194,2.865617026,12.71810593,0.1731234051,2.943621186
53,geo_0,2022-01-31,42.11344219,3186,5.820429667,6.030100803,3,3,15,0.5621799553,0.5019675493,2.929532054,2959,2925,0.9319050962,0.7372740572,0.5863810192,0.2525451886
54,geo_0,2022-02-07,50.43524872,3186,6.765771492,5.25158616,10,5,1,1.949420807,1.087551241,0.2254355188,3192,3148,12.61471013,10.40257396,2.922942026,2.480514791
55,geo_0,2022-02-14,20.28071599,3186,3.049314417,6.257675671,9,0,3,1.844362976,0.0002153473896,0.5447710968,3187,3091,12.3377948,7.530223291,2.86755896,1.906044658
56,geo_0,2022-02-21,32.9537058,3186,8.92172422,4.375819187,11,7,10,2.188029792,1.316942612,1.920858824,2914,3191,1.306128425,12.55032477,0.1387743149,2.910064953
57,geo_0,2022-02-28,14.15182453,3186,10.61689188,8.875194258,7,9,2,1.318727653,1.856830612,0.3489744067,2973,3080,1.659983145,7.012281979,0.731996629,1.802456396
58,geo_0,2022-03-07,10.99770823,3186,2.170273552,2.916103477,0,8,1,0.03424284178,1.681594518,0.1965903358,3095,2984,7.736259839,2.224949535,1.947251968,0.8449899069
59,geo_0,2022-03-14,25.41704589,3186,4.834984729,2.384729398,2,3,5,0.3104502222,0.5444674965,1.017479159,3061,3092,6.070396852,7.611033358,1.61407937,1.922206672
60,geo_0,2022-03-21,1.708233564,3186,2.836237555,3.333038279,3,2,2,0.6460060887,0.3749512934,0.3563815972,3038,2890,4.882127656,2.497003953,1.376425531,0.09940079058
61,geo_0,2022-03-28,6.768284529,3186,2.868565381,3.545239948,6,8,3,1.223403152,1.625231451,0.6020576556,3030,3133,4.491190871,9.631929483,1.298238174,2.326385897
62,geo_0,2022-04-04,36.08816082,3186,2.960243649,2.413586042,1,5,1,0.1043833394,1.052165079,0.2604370036,2931,2985,0.4728392987,2.251827298,0.3054321403,0.8503654597
63,geo_0,2022-04-11,30.9853017,3186,5.586192524,5.297047161,13,1,6,2.543014595,0.2928569097,1.267050869,2956,3185,0.8242322414,12.24631864,0.5648464483,2.849263728
64,geo_0,2022-04-18,41.14890669,3186,3.104045832,-0.6185565097,5,1,8,0.9607171818,0.1680934977,1.523276661,3067,3041,6.361473785,5.037309181,1.672294757,1.407461836
65,geo_0,2022-04-25,10.17369804,3186,4.035106938,5.941888596,4,9,9,0.8284536688,1.771790551,1.823504154,2923,3054,0.8495803722,5.696245956,0.2300839256,1.539249191
66,geo_0,2022-05-02,52.20154218,3186,8.571589289,8.463097305,16,12,3,3.163235949,2.336527949,0.6308181621,2933,3003,0.3716633033,3.159152791,0.3256673393,1.031830558
67,geo_0,2022-05-09,34.29146209,3186,5.550834609,5.197352475,4,10,8,0.7606208224,2.099659596,1.655263731,2936,3068,0.1792303919,6.382166475,0.3641539216,1.676433295
68,geo_0,2022-05-16,9.048788585,3186,4.503979206,4.352128152,8,3,5,1.640131526,0.6169560443,0.9756738756,3058,2979,5.882954083,1.958506222,1.576590817,0.7917012444
69,geo_0,2022-05-23,39.63380298,3186,6.082050703,3.500488465,1,6,5,0.2619690908,1.279924599,0.9018496104,3040,2891,4.980033563,2.465307544,1.396006713,0.09306150873
70,geo_0,2022-05-30,11.47318537,3186,2.890878958,3.460406937,10,7,9,1.910178908,1.317218215,1.786327962,2851,3044,4.456287964,5.196958506,0.4912575927,1.439391701
71,geo_0,2022-06-06,9.806113571,3186,4.833412674,-0.8933806082,3,0,3,0.5335809033,0.05555374408,0.5899503068,3017,3064,3.833367477,6.175157184,1.166673495,1.635031437
72,geo_0,2022-06-13,42.00490014,3186,9.866730494,6.624137118,5,7,16,0.9829795861,1.379151736,3.259308951,3238,3094,14.91572387,7.722397435,3.383144775,1.944479487
73,geo_0,2022-06-20,8.876991353,3186,2.00343867,2.030698391,5,0,3,0.9577428483,0.04405499951,0.6540182243,2909,3112,1.564111127,8.58508144,0.08717777456,2.117016288
74,geo_0,2022-06-27,16.85171406,3186,6.400850615,3.003394712,3,7,3,0.5364040254,1.481481474,0.5407970144,2868,2954,3.579537053,0.6920769759,0.3159074105,0.5384153952
75,geo_0,2022-07-04,34.9050269,3186,4.489512149,2.520036021,5,6,6,1.063261994,1.156506538,1.232181036,2993,3171,2.658791973,11.56671361,0.9317583947,2.713342722
76,geo_0,2022-07-11,12.24618633,3186,2.366728848,2.732988046,2,4,2,0.402683931,0.7620782703,0.424060909,2926,2917,0.7237741102,1.132192693,0.255245178,0.1735614613
77,geo_0,2022-07-18,14.92104835,3186,3.539861822,5.18662074,3,2,7,0.5066801166,0.457138524,1.416050046,2990,2934,2.507737378,0.3173914318,0.9015474756,0.3365217136
78,geo_0,2022-07-25,26.14896769,3186,5.959820601,6.371474395,1,9,12,0.1561824318,1.781198102,2.494484544,3113,2892,8.633179611,2.399657542,2.126635922,0.07993150836
79,geo_0,2022-08-01,20.54571951,3186,8.722930146,2.146247877,5,7,8,1.069985025,1.426258731,1.676908035,2885,2956,2.737343262,0.8108997763,0.1474686524,0.5621799553
80,geo_0,2022-08-08,9.142140625,3186,2.019454136,3.590628861,2,3,4,0.3625629744,0.6027281857,0.8671194224,2950,3193,0.5098377465,12.64766027,0.5019675493,2.929532054
81,geo_0,2022-08-15,28.22783834,3186,5.382214895,4.634529626,4,3,3,0.7022091206,0.690987031,0.6760038063,3095,3009,7.747104035,3.437756207,1.949420807,1.087551241
82,geo_0,2022-08-22,2.703812997,3186,7.91970232,6.673101534,11,10,1,2.152331565,2.079618592,0.1866357408,2877,3084,3.127177594,7.221814882,0.2254355188,1.844362976
83,geo_0,2022-08-29,9.812933004,3186,3.956663608,3.3751882,2,8,2,0.4664243278,1.521064876,0.4242120302,2900,2846,2.001076737,4.723855484,0.0002153473896,0.5447710968
84,geo_0,2022-09-05,3.14798401,3186,5.370050292,5.087821277,6,3,8,1.141953163,0.6806715829,1.691538751,3119,3032,8.940148962,4.58471306,2.188029792,1.316942612
85,geo_0,2022-09-12,23.16737046,3186,3.68470993,-1.574277767,8,1,2,1.694749144,0.2744026215,0.3833639554,3092,3032,7.604294119,4.593638265,1.920858824,1.318727653
86,geo_0,2022-09-19,17.88428898,3186,5.649799762,2.785360839,3,8,1,0.5829383973,1.610379379,0.1888592578,3086,2935,7.28415306,0.2551279665,1.856830612,0.3489744067
87,geo_0,2022-09-26,25.88888005,3186,5.716022421,2.262310457,2,2,5,0.4931836457,0.4036859615,0.9474327037,2897,3068,2.171214209,6.407972591,0.03424284178,1.681594518
88,geo_0,2022-10-03,26.4811363,3186,5.457803879,5.295821102,5,6,8,0.9362798058,1.188778597,1.523891024,2920,2931,1.017048321,0.4477488888,0.1965903358,0.3104502222
89,geo_0,2022-10-10,28.31638247,3186,1.5559329,6.497100716,5,3,5,1.088422087,0.6891138283,1.097400166,2954,3002,0.7223374824,3.087395795,0.5444674965,1.017479159
90,geo_0,2022-10-17,56.11564812,3186,11.30871621,8.243070062,7,9,15,1.399046346,1.772592756,2.955912308,2965,2863,1.230030444,3.874756467,0.6460060887,0.3749512934
91,geo_0,2022-10-24,48.51585909,3186,2.231723619,2.055939416,7,2,3,1.390093323,0.3475914176,0.6090466248,2936,2778,0.2180920142,8.117015761,0.3563815972,1.223403152
92,geo_0,2022-10-31,24.90322395,3186,0.08781124819,3.874006351,7,4,5,1.493741777,0.883896061,1.030684468,3063,2840,6.126157255,5.010288278,1.625231451,0.6020576556
93,geo_0,2022-11-07,46.4422813,3186,8.480464124,10.87296695,15,4,10,3.064492861,0.8894593428,2.020172712,2890,3005,2.521916697,3.260825396,0.1043833394,1.052165079
94,geo_0,2022-11-14,36.67158544,3186,7.862224237,4.618575558,2,13,6,0.3079501522,2.536377054,1.286343689,2926,3154,0.697814982,10.71507298,0.2604370036,2.543014595
95,geo_0,2022-11-21,45.01656961,3186,4.317424977,8.10859861,8,0,11,1.608843834,0.04525336615,2.21114529,2871,3027,3.464284549,4.335254347,0.2928569097,1.267050869
96,geo_0,2022-11-28,1.199063847,3186,5.517917498,4.841252266,8,12,2,1.689818165,2.30184623,0.3719124404,2996,2883,2.803585909,2.840467489,0.9607171818,0.1680934977
97,geo_0,2022-12-05,46.92576946,3186,10.60522784,9.261498295,3,17,0,0.5189728815,3.303916698,0.06001582272,3052,2983,5.616383303,2.142268344,1.523276661,0.8284536688
98,geo_0,2022-12-12,24.96685121,3186,5.373301823,4.070420899,4,11,5,0.8640502993,2.136891363,1.097724968,3077,3082,6.858952756,7.11752077,1.771790551,1.823504154
99,geo_0,2022-12-19,12.55825944,3186,-0.03251512735,6.216461788,8,3,7,1.58295368,0.6005509707,1.370055888,3216,3134,13.81617975,9.682639747,3.163235949,2.336527949
100,geo_0,2022-12-26,6.617510823,3186,1.585927954,-2.554917503,2,13,4,0.3065268517,2.65813068,0.8818359549,2963,2976,1.15409081,1.803104112,0.6308181621,0.7606208224
101,geo_0,2023-01-02,7.765650146,3186,4.500351495,3.889297787,2,8,3,0.319821796,1.666383082,0.5392802126,3110,3066,8.498297979,6.276318654,2.099659596,1.655263731
102,geo_0,2023-01-09,9.533891235,3186,2.369076436,2.314075973,2,2,8,0.3342584714,0.3467175058,1.693773153,3064,2838,6.20065763,5.084780222,1.640131526,0.6169560443
103,geo_0,2023-01-16,6.058231084,3186,7.386231049,2.192956941,4,4,10,0.8404265619,0.8662984403,2.077743806,2998,2926,2.878369378,0.690154546,0.9756738756,0.2619690908
104,geo_0,2023-01-23,11.09688593,3186,2.405089322,1.843069111,1,1,3,0.1268258088,0.2693222471,0.6151201908,3028,2990,4.399622995,2.509248052,1.279924599,0.9018496104
105,geo_0,2023-01-30,45.15098893,3186,5.84946674,5.329298906,5,5,4,1.094351589,0.9578285487,0.7131128076,3091,3032,7.55089454,4.586091076,1.910178908,1.317218215
106,geo_0,2023-02-06,16.81496219,3186,2.970380696,4.06349292,5,4,1,0.9383735979,0.8926947237,0.2803956114,3079,2953,6.931639811,0.6679045163,1.786327962,0.5335809033
107,geo_0,2023-02-13,4.986007932,3186,1.56457716,2.240992064,1,6,1,0.1870070114,1.274516358,0.109084917,2906,2959,1.72223128,0.949751534,0.05555374408,0.5899503068
108,geo_0,2023-02-20,6.270698756,3186,5.083176204,4.341909361,1,3,4,0.1573552592,0.6877077489,0.8423329838,2998,3038,2.914897931,4.895758678,0.9829795861,1.379151736
109,geo_0,2023-02-27,52.53628825,3186,3.040830749,5.458316751,16,1,10,3.256723497,0.2952997241,1.943260725,3226,2996,14.29654475,2.788714242,3.259308951,0.9577428483
110,geo_0,2023-03-06,43.17437357,3186,6.044399129,3.488645723,9,1,9,1.747188334,0.1889449552,1.773252977,2904,2965,1.779725002,1.270091122,0.04405499951,0.6540182243
111,geo_0,2023-03-13,18.67267641,3186,9.690570365,3.390812592,1,8,8,0.1838806402,1.659172238,1.606319524,2954,3048,0.6820201268,5.407407369,0.5364040254,1.481481474
112,geo_0,2023-03-20,24.84666821,3186,3.281936465,4.342873991,4,7,2,0.7558905834,1.450934462,0.3159891023,2846,3006,4.703985072,3.316309971,0.5407970144,1.063261994
113,geo_0,2023-03-27,20.00018213,3186,8.225737829,6.36530077,13,10,3,2.659550796,2.068509399,0.5466141961,3016,3023,3.78253269,4.160905181,1.156506538,1.232181036
114,geo_0,2023-04-03,0.4641982214,3186,0.2897557581,2.122221331,2,1,3,0.312162389,0.2140774031,0.5590773677,2940,2976,0.01341965517,1.810391351,0.402683931,0.7620782703
115,geo_0,2023-04-10,5.73227635,3186,6.378689132,4.809310142,4,3,6,0.7196445048,0.6353064556,1.156703855,2858,2951,4.120304545,0.5334005832,0.424060909,0.5066801166
116,geo_0,2023-04-17,36.59309661,3186,1.973163752,9.385380076,8,7,1,1.578521498,1.349654457,0.2358560761,2946,3042,0.2856926199,5.080250231,0.457138524,1.416050046
117,geo_0,2023-04-24,33.68161506,3186,1.59774506,1.346627632,2,12,2,0.4377914738,2.364531848,0.3105508155,2884,3078,2.780912159,6.905990509,0.1561824318,1.781198102
118,geo_0,2023-05-01,23.66476384,3186,4.644306158,2.723698269,2,2,4,0.3477064001,0.4788106877,0.8430695502,3149,2793,10.47242272,7.349925125,2.494484544,1.069985025
119,geo_0,2023-05-08,1.732599246,3186,2.127585015,0.5230826241,3,3,8,0.522025996,0.520344186,1.620358298,3043,3068,5.131293654,6.384540175,1.426258731,1.676908035
120,geo_0,2023-05-15,50.65755453,3186,11.64854132,6.411591071,8,5,10,1.698457149,1.003770889,1.931848374,2936,2960,0.1871851278,1.013640928,0.3625629744,0.6027281857
121,geo_0,2023-05-22,42.58021447,3186,5.281101152,5.086287067,7,5,6,1.339964984,0.9843178884,1.160928168,2987,2970,2.335597112,1.511045603,0.8671194224,0.7022091206
122,geo_0,2023-05-29,12.71720584,3186,3.93262558,4.17459904,4,3,4,0.8093465064,0.605150486,0.7322664631,2969,2832,1.454935155,5.380019032,0.690987031,0.6760038063
123,geo_0,2023-06-05,4.281247526,3186,4.302991563,0.6185321647,1,6,0,0.1280113315,1.280441705,0.00687638907,3115,3108,8.761657824,8.39809296,2.152331565,2.079618592
124,geo_0,2023-06-12,9.904226233,3186,4.419281178,2.527212869,9,4,5,1.841631264,0.7505414198,1.049494982,2919,2853,1.066821296,4.332121639,0.1866357408,0.4664243278
125,geo_0,2023-06-19,14.95172057,3186,3.356151678,5.301657754,7,8,3,1.493836776,1.643314465,0.5706234086,3052,2942,5.605324382,0.1210601509,1.521064876,0.4242120302
126,geo_0,2023-06-26,45.80706475,3186,5.901967784,5.204071542,4,9,3,0.7930963238,1.880178912,0.6981058194,3014,2968,3.709765817,1.403357914,1.141953163,0.6806715829
127,geo_0,2023-07-03,14.45339925,3186,2.155251985,-1.395619007,7,6,0,1.387280475,1.255564229,0.02250684364,3069,3069,6.457693755,6.473745718,1.691538751,1.694749144
128,geo_0,2023-07-10,5.844701446,3186,-5.288588949,5.211105996,5,3,0,1.038630552,0.6567151023,0.01448926232,2927,2862,0.6279868923,3.916819777,0.2744026215,0.3833639554
129,geo_0,2023-07-17,56.11396214,3186,4.181453702,4.520337613,2,13,6,0.4718350075,2.648134932,1.164227755,2842,3061,4.914691987,6.051896896,0.5829383973,1.610379379
130,geo_0,2023-07-24,12.64251526,3186,4.161847023,2.271043179,8,4,3,1.567290278,0.7773248995,0.6465682512,2881,2949,2.944296289,0.4659182285,0.1888592578,0.4931836457
131,geo_0,2023-07-31,9.855864366,3186,1.245149215,7.271432845,3,4,1,0.6164741887,0.7081626373,0.2385077882,2940,2995,0.01842980775,2.737163519,0.4036859615,0.9474327037
132,geo_0,2023-08-07,50.00006915,3186,9.203308292,9.009578207,9,11,12,1.857923924,2.141101867,2.466578716,2806,3019,6.681399029,3.943892984,0.9362798058,1.188778597
133,geo_0,2023-08-14,6.270546143,3186,-0.01536063866,7.75861889,9,2,1,1.852551939,0.4013460631,0.115896986,3052,3009,5.619455119,3.442110435,1.523891024,1.088422087
134,geo_0,2023-08-21,55.68368872,3186,3.392422079,7.955680187,9,7,4,1.766663182,1.356292817,0.7685384507,2969,3010,1.445569142,3.487000831,0.6891138283,1.097400166
135,geo_0,2023-08-28,42.72697764,3186,-0.06080633973,9.361366852,7,9,5,1.355481793,1.814519822,1.058925589,3040,2723,4.995231728,10.86296378,1.399046346,1.772592756
136,geo_0,2023-09-04,56.91681375,3186,6.035730437,-0.2574983045,4,1,2,0.814946329,0.1923515124,0.4465346996,3196,3039,12.77956154,4.950466613,2.955912308,1.390093323
137,geo_0,2023-09-11,22.05996515,3186,5.023804446,5.247588289,9,3,4,1.800297949,0.6908855552,0.7665333385,2935,2961,0.2620429119,1.045233124,0.3475914176,0.6090466248
138,geo_0,2023-09-18,39.69895305,3186,5.783476289,4.261237811,14,8,7,2.732721187,1.684501107,1.370825001,3049,2988,5.468708887,2.419480305,1.493741777,0.883896061
139,geo_0,2023-09-25,15.12845879,3186,7.604911421,9.290661179,6,13,14,1.142061805,2.519994861,2.719589307,2797,3206,7.153422339,13.32246431,1.030684468,3.064492861
140,geo_0,2023-10-02,27.23900776,3186,6.090031417,5.846249467,10,8,5,1.929505111,1.582224591,1.094603071,2989,3102,2.447296714,8.100863559,0.8894593428,2.020172712
141,geo_0,2023-10-09,28.09947368,3186,6.358325863,5.239376642,6,4,5,1.123721914,0.8698930458,1.093953229,2931,3154,0.4602492389,10.68188527,0.3079501522,2.536377054
142,geo_0,2023-10-16,37.45975814,3186,3.963158934,2.997388506,10,9,2,1.943046087,1.739677167,0.4306879465,3029,3061,4.431718444,6.044219172,1.286343689,1.608843834
143,geo_0,2023-10-23,15.70050312,3186,4.312144464,1.516784257,6,3,2,1.269904355,0.5331544539,0.4169061131,2895,3121,2.226266831,9.055726448,0.04525336615,2.21114529
144,geo_0,2023-10-30,36.83789858,3186,4.434829275,10.90914661,9,6,0,1.868963487,1.276871906,0.02889542956,3069,3130,6.449090823,9.509231148,1.689818165,2.30184623
145,geo_0,2023-11-06,9.269651452,3186,7.079095199,3.061072507,7,9,5,1.314817205,1.821585712,1.005292646,2937,2952,0.1404377982,0.5948644077,0.3719124404,0.5189728815
146,geo_0,2023-11-13,0.8964571667,3186,4.708000608,3.497638914,9,5,3,1.800564803,1.078260175,0.6047710173,3230,2894,14.51958349,2.300079114,3.303916698,0.06001582272
147,geo_0,2023-11-20,32.94536665,3186,8.21378976,1.44954989,1,5,6,0.1594205164,0.914069233,1.194292938,2986,3114,2.320251497,8.684456813,0.8640502993,2.136891363
148,geo_0,2023-11-27,49.20543055,3186,5.475125715,5.543850907,9,4,7,1.875832762,0.8848925315,1.457415606,3010,3058,3.488624839,5.914768399,1.097724968,1.58295368
149,geo_0,2023-12-04,13.39659327,3186,1.578326706,-1.679728531,0,1,4,0.03538798627,0.2173708442,0.889610701,2960,3037,1.002754854,4.850279439,0.6005509707,1.370055888
