,geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Competitor_Sales,GQV,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Organic_channel0_impression,Promo,conversions,revenue_per_conversion,population
10,Geo0,2021-04-05,221340.0,143848.0,0.0,397356.0,33530.0,-0.8563197,0.050081678,1623.025,1386.8718,0.0,3096.532,261.2628,46898.0,0.0,2229578.5,0.019946404,136670.94
11,Geo0,2021-04-12,391678.0,50750.0,0.0,722273.0,171367.0,-1.4528581,1.5585525,2872.0662,489.2925,0.0,5628.5586,1335.2765,228913.0,1.6279713,3524765.0,0.019867629,136670.94
12,Geo0,2021-04-19,244001.0,0.0,0.0,329811.0,207582.0,-1.9642203,-0.59979314,1789.1918,0.0,0.0,2570.1646,1617.4606,140779.0,0.6690695,3347289.8,0.019929865,136670.94
13,Geo0,2021-04-26,205575.0,38204.0,0.0,397778.0,0.0,-0.6964144,-1.240535,1507.4246,368.33362,0.0,3099.8206,0.0,0.0,0.5568802,2779414.2,0.019973803,136670.94
14,Geo0,2021-05-03,90953.0,0.0,0.0,78105.0,447455.0,-1.5696856,-2.3092334,666.93317,0.0,0.0,608.6598,3486.5298,0.0,1.2657831,2335399.5,0.020143956,136670.94
15,Geo0,2021-05-10,155015.0,289612.0,0.0,475510.0,254598.0,1.1948755,-1.364184,1136.6821,2792.2163,0.0,3705.5735,1983.8052,0.0,0.0,2429740.0,0.02005313,136670.94
16,Geo0,2021-05-17,139836.0,184700.0,0.0,277029.0,74744.0,-0.12523502,-0.71586806,1025.3787,1780.7355,0.0,2158.8428,582.3986,10126.0,0.0,4339777.0,0.020103911,136670.94
17,Geo0,2021-05-24,388037.0,147001.0,0.0,92359.0,121726.0,-0.4660951,-0.9799271,2845.368,1417.2706,0.0,719.73895,948.4783,0.0,0.0,3068357.0,0.019971617,136670.94
18,Geo0,2021-05-31,0.0,491676.0,160928.0,801735.0,331396.0,0.1384334,1.8121941,0.0,4740.362,1195.8438,6247.793,2582.2083,117413.0,0.0,2179792.5,0.019968163,136670.94
19,Geo0,2021-06-07,221746.0,58085.0,0.0,628365.0,134211.0,0.36252737,0.016913712,1626.002,560.0109,0.0,4896.748,1045.7603,172884.0,0.23471534,1972932.8,0.020036265,136670.94
20,Geo0,2021-06-14,522698.0,53047.0,10339.0,800459.0,393926.0,1.5063099,1.1276338,3832.7998,511.43842,76.82833,6237.8496,3069.4365,330830.0,0.0,1048366.8,0.019912552,136670.94
21,Geo0,2021-06-21,31481.0,111302.0,0.0,0.0,20292.0,-1.636292,-0.27724043,230.84145,1073.0884,0.0,0.0,158.11346,0.0,0.0,3893564.2,0.019935414,136670.94
22,Geo0,2021-06-28,124951.0,98741.0,0.0,426485.0,344246.0,1.9607203,-1.8176672,916.2311,951.9848,0.0,3323.5295,2682.3345,113464.0,0.15866125,1130191.2,0.020028308,136670.94
23,Geo0,2021-07-05,0.0,28473.0,0.0,416725.0,356255.0,0.76883364,-1.5893306,0.0,274.51477,0.0,3247.4714,2775.9075,172538.0,0.8438258,1630339.4,0.020078905,136670.94
24,Geo0,2021-07-12,202855.0,208509.0,0.0,343028.0,111658.0,-0.20756881,0.14665473,1487.4795,2010.2834,0.0,2673.1626,870.02924,0.0,0.0,1636969.8,0.019916069,136670.94
25,Geo0,2021-07-19,0.0,0.0,0.0,194185.0,0.0,-2.278555,-0.76092386,0.0,0.0,0.0,1513.2528,0.0,0.0,0.22925419,2052384.2,0.02014443,136670.94
26,Geo0,2021-07-26,0.0,188866.0,188847.0,551956.0,457125.0,1.6827729,-0.33497372,0.0,1820.9009,1403.3077,4301.305,3561.8774,476514.0,0.0,1971319.4,0.019972587,136670.94
27,Geo0,2021-08-02,82595.0,246895.0,111412.0,144402.0,239598.0,-0.6259522,-0.23797643,605.64624,2380.3718,827.8941,1125.3018,1866.9264,34179.0,1.4114499,2183971.0,0.019968498,136670.94
28,Geo0,2021-08-09,65819.0,0.0,171922.0,501537.0,269422.0,-0.04261376,0.8738909,482.6325,0.0,1277.5394,3908.3977,2099.3125,0.0,0.0,3191705.2,0.020046635,136670.94
29,Geo0,2021-08-16,315181.0,245276.0,0.0,623642.0,159260.0,-0.60718906,0.8728794,2311.135,2364.7627,0.0,4859.9424,1240.9398,213951.0,1.0073695,2329655.0,0.020101883,136670.94
30,Geo0,2021-08-23,312903.0,0.0,0.0,455914.0,350871.0,0.98262155,-0.31538105,2294.431,0.0,0.0,3552.865,2733.9558,65117.0,0.0,3049318.0,0.020039301,136670.94
31,Geo0,2021-08-30,482966.0,368806.0,153256.0,838658.0,355976.0,0.8541256,2.1781638,3541.456,3555.744,1138.8337,6535.528,2773.7334,382727.0,0.0,1722396.4,0.020027785,136670.94
32,Geo0,2021-09-06,73496.0,0.0,0.0,155334.0,175968.0,-0.3233289,-2.1662579,538.92584,0.0,0.0,1210.4932,1371.1271,0.0,1.0616482,2601330.8,0.02008969,136670.94
33,Geo0,2021-09-13,208795.0,245380.0,0.0,673509.0,379345.0,1.4636033,-0.23727089,1531.0359,2365.7654,0.0,5248.548,2955.8228,0.0,0.0,1641318.4,0.0200919,136670.94
34,Geo0,2021-09-20,189431.0,155799.0,0.0,282879.0,300287.0,-0.63264465,-0.7244637,1389.0452,1502.0942,0.0,2204.431,2339.8098,202.0,0.5559206,3196749.0,0.02006347,136670.94
35,Geo0,2021-09-27,151698.0,205055.0,0.0,489137.0,405670.0,-0.020206705,-1.5114229,1112.3594,1976.9828,0.0,3811.7666,3160.9448,0.0,1.089553,2394687.5,0.020079006,136670.94
36,Geo0,2021-10-04,319900.0,146187.0,14469.0,762709.0,104958.0,1.4515426,-0.6711726,2345.7383,1409.4227,107.51804,5943.6694,817.8234,34799.0,0.0,1063526.2,0.020036345,136670.94
37,Geo0,2021-10-11,307650.0,577327.0,295997.0,915117.0,800469.0,2.0164177,-0.16415071,2255.9124,5566.1436,2199.5312,7131.361,6237.1836,307127.0,0.9845294,1374069.1,0.019972345,136670.94
38,Geo0,2021-10-18,367332.0,85671.0,362145.0,642076.0,305810.0,0.9615391,0.4220463,2693.5437,825.97394,2691.072,5003.596,2382.8445,377410.0,1.5786209,2741299.0,0.019870654,136670.94
39,Geo0,2021-10-25,175832.0,209304.0,0.0,290784.0,390589.0,0.36119574,-0.30546933,1289.3274,2017.9484,0.0,2266.0332,3043.435,0.0,0.0,2612483.2,0.020107808,136670.94
40,Geo0,2021-11-01,168631.0,86902.0,0.0,403115.0,0.0,-0.5987632,0.14141196,1236.5244,837.8423,0.0,3141.411,0.0,0.0,0.0,2361390.2,0.020123994,136670.94
41,Geo0,2021-11-08,238164.0,0.0,0.0,472360.0,355192.0,0.33029667,1.2681701,1746.3906,0.0,0.0,3681.0264,2767.6248,479203.0,0.0,1420466.9,0.02015066,136670.94
42,Geo0,2021-11-15,375155.0,273468.0,0.0,749763.0,183852.0,-0.016226262,1.2139597,2750.9077,2636.5684,0.0,5842.7837,1432.5585,470025.0,1.5787075,2604857.0,0.020027334,136670.94
43,Geo0,2021-11-22,520753.0,403994.0,148653.0,970082.0,269750.0,-0.49421322,3.2494621,3818.5376,3894.9998,1104.6293,7559.6943,2101.8682,495078.0,1.1300328,3886090.2,0.020042188,136670.94
44,Geo0,2021-11-29,172833.0,416089.0,0.0,641773.0,368880.0,0.93568575,0.2566672,1267.3365,4011.6106,0.0,5001.2344,2874.2803,126937.0,0.0,2133698.2,0.019980261,136670.94
45,Geo0,2021-12-06,9903.0,359768.0,0.0,410835.0,417982.0,0.027330041,0.7406813,72.61596,3468.6064,0.0,3201.5715,3256.8787,205954.0,0.0261873,1997668.0,0.020075487,136670.94
46,Geo0,2021-12-13,76250.0,393135.0,0.0,253507.0,256723.0,-0.03356865,0.31170642,559.1201,3790.3054,0.0,1975.5397,2000.3629,29447.0,0.0,2676694.2,0.019991074,136670.94
47,Geo0,2021-12-20,209231.0,18239.0,0.0,420895.0,29187.0,-0.31126687,-0.48883623,1534.233,175.84642,0.0,3279.9675,227.42253,136572.0,0.0,2817375.8,0.019943582,136670.94
48,Geo0,2021-12-27,405537.0,141793.0,3596.0,848756.0,318456.0,0.86072326,-0.07130891,2973.6904,1367.0591,26.721603,6614.22,2481.381,284255.0,1.4557307,1985086.4,0.020193754,136670.94
49,Geo0,2022-01-03,374597.0,0.0,0.0,236533.0,58164.0,-0.9655842,0.45107216,2746.816,0.0,0.0,1843.2639,453.20874,0.0,0.0,2982074.0,0.02000462,136670.94
50,Geo0,2022-01-10,36607.0,54538.0,0.0,587840.0,595561.0,-0.47562334,-0.46259028,268.429,525.8135,0.0,4580.9434,4640.5586,0.0,0.013619795,1938691.5,0.020117559,136670.94
51,Geo0,2022-01-17,137673.0,0.0,0.0,471948.0,323556.0,0.42950368,-1.6772591,1009.518,0.0,0.0,3677.8154,2521.1196,0.0,0.0,2693435.2,0.019853743,136670.94
52,Geo0,2022-01-24,579492.0,43963.0,0.0,393241.0,0.0,-1.6291564,0.8005363,4249.2544,423.85748,0.0,3064.4646,0.0,487929.0,2.4903753,3443451.8,0.019973516,136670.94
53,Geo0,2022-01-31,308581.0,0.0,0.0,191085.0,0.0,-0.40192538,-2.3970306,2262.739,0.0,0.0,1489.0948,0.0,0.0,0.0,949304.5,0.020171236,136670.94
54,Geo0,2022-02-07,297608.0,400014.0,0.0,389475.0,545883.0,0.45713294,0.86050504,2182.277,3856.6274,0.0,3035.1165,4253.472,506575.0,0.0,1566831.0,0.019918619,136670.94
55,Geo0,2022-02-14,245095.0,220899.0,0.0,579486.0,0.0,-0.4965551,1.5591516,1797.2137,2129.7385,0.0,4515.842,0.0,155157.0,0.24869093,1960729.4,0.02012141,136670.94
56,Geo0,2022-02-21,15123.0,202927.0,473934.0,598668.0,239147.0,2.116428,0.6951898,110.89278,1956.4663,3521.7678,4665.324,1863.4122,237597.0,0.0,993044.5,0.019957699,136670.94
57,Geo0,2022-02-28,183311.0,177421.0,0.0,222313.0,0.0,-2.3563435,0.102197394,1344.1687,1710.557,0.0,1732.4497,0.0,215642.0,1.0494665,4033642.0,0.020135395,136670.94
58,Geo0,2022-03-07,410756.0,30425.0,14469.0,511332.0,335344.0,0.12923342,-0.113438696,3011.96,293.33447,107.51804,3984.7288,2612.9707,249437.0,0.78975,1792589.2,0.01982532,136670.94
59,Geo0,2022-03-14,306297.0,341106.0,199621.0,647233.0,525200.0,0.284594,1.1370645,2245.991,3288.682,1483.3687,5043.7837,4092.312,243823.0,0.0,2489067.2,0.019955788,136670.94
60,Geo0,2022-03-21,302066.0,0.0,0.0,865187.0,53750.0,-0.17871842,0.014229178,2214.9663,0.0,0.0,6742.2646,418.81525,201472.0,0.0,2444715.5,0.019942455,136670.94
61,Geo0,2022-03-28,248430.0,0.0,0.0,183041.0,0.0,-1.1868709,-1.491713,1821.6683,0.0,0.0,1426.4094,0.0,126196.0,1.1935049,2752760.0,0.019846555,136670.94
62,Geo0,2022-04-04,71431.0,153986.0,197484.0,308073.0,341741.0,-1.37861,1.3533523,523.78375,1484.6146,1467.4886,2400.7637,2662.8157,476568.0,0.0,3680882.8,0.019947797,136670.94
63,Geo0,2022-04-11,205338.0,0.0,0.0,559674.0,88454.0,0.85015684,-0.72383606,1505.6868,0.0,0.0,4361.45,689.22577,71432.0,0.06707682,1217228.4,0.020155618,136670.94
64,Geo0,2022-04-18,63661.0,0.0,0.0,321413.0,149003.0,-1.2089398,-1.5254242,466.8085,0.0,0.0,2504.7202,1161.0183,23125.0,1.6383218,2549975.8,0.020067692,136670.94
65,Geo0,2022-04-25,114318.0,0.0,0.0,307610.0,0.0,-0.940853,-2.318157,838.26227,0.0,0.0,2397.1558,0.0,0.0,0.0,2134881.8,0.01997442,136670.94
66,Geo0,2022-05-02,8715.0,157943.0,0.0,328810.0,0.0,-1.6358266,0.33082163,63.904682,1522.765,0.0,2562.364,0.0,48332.0,0.4733336,1378953.2,0.020034153,136670.94
67,Geo0,2022-05-09,165397.0,10443.0,0.0,510014.0,291887.0,-0.0050492585,-0.49602363,1212.8104,100.68338,0.0,3974.4578,2274.3577,0.0,0.7193704,3630084.2,0.019799327,136670.94
68,Geo0,2022-05-16,0.0,30888.0,0.0,375457.0,216629.0,-1.4216976,-0.85026455,0.0,297.79837,0.0,2925.8765,1687.954,0.0,1.4950795,2398120.5,0.019974042,136670.94
69,Geo0,2022-05-23,132926.0,430323.0,48499.0,212899.0,309589.0,0.10301748,-0.9344294,974.70953,4148.8438,360.3924,1659.088,2412.29,0.0,0.0,3216923.2,0.020045895,136670.94
70,Geo0,2022-05-30,269624.0,0.0,0.0,598379.0,601497.0,0.85623324,-0.4434283,1977.0781,0.0,0.0,4663.072,4686.8115,24392.0,0.75847054,2790068.5,0.019998046,136670.94
71,Geo0,2022-06-06,612859.0,48312.0,0.0,304242.0,306014.0,-2.2206829,-0.6584718,4493.9253,465.7872,0.0,2370.9092,2384.434,315096.0,2.5858955,2771488.2,0.020064259,136670.94
72,Geo0,2022-06-13,382977.0,383237.0,0.0,288614.0,303019.0,-1.2487503,1.8107901,2808.2642,3694.8767,0.0,2249.1228,2361.0972,473898.0,0.0,2454786.8,0.019843549,136670.94
73,Geo0,2022-06-20,0.0,166375.0,0.0,358551.0,117936.0,-0.6823603,-0.67876065,0.0,1604.0598,0.0,2794.1309,918.9469,0.0,0.0,1558354.6,0.019948184,136670.94
74,Geo0,2022-06-27,111527.0,449120.0,0.0,364583.0,11643.0,-2.280542,1.1343421,817.79663,4330.07,0.0,2841.1372,90.72123,21188.0,0.30106974,3449616.5,0.019968258,136670.94
75,Geo0,2022-07-04,566751.0,0.0,148981.0,380696.0,379788.0,-1.1102456,1.0116013,4155.828,0.0,1107.0665,2966.7034,2959.2744,161962.0,2.3646197,3017796.8,0.019970119,136670.94
76,Geo0,2022-07-11,294096.0,18443.0,167332.0,930557.0,530907.0,1.3211659,1.1586655,2156.5244,177.81323,1243.4315,7251.6826,4136.7803,428218.0,1.0622299,2893510.5,0.0200032,136670.94
77,Geo0,2022-07-18,79902.0,79385.0,0.0,297898.0,292292.0,-0.1673303,-0.9862238,585.89923,765.3692,0.0,2321.4714,2277.5134,0.0,0.0,2202815.0,0.020117538,136670.94
78,Geo0,2022-07-25,217515.0,318165.0,0.0,414344.0,420727.0,-0.7474463,1.7219849,1594.9773,3067.5024,0.0,3228.9167,3278.2676,79640.0,0.0010661334,2397625.0,0.020097299,136670.94
79,Geo0,2022-08-01,150049.0,45187.0,151653.0,485379.0,472051.0,2.1983528,-0.42495847,1100.2677,435.65836,1126.922,3782.481,3678.1797,70746.0,0.0,643680.5,0.020105021,136670.94
80,Geo0,2022-08-08,215156.0,103971.0,100212.0,389850.0,161554.0,0.5942442,0.6480067,1577.6793,1002.4085,744.6678,3038.0388,1258.8145,72917.0,0.053025767,1642985.8,0.02014911,136670.94
81,Geo0,2022-08-15,39006.0,6811.0,0.0,301537.0,107881.0,-1.3364316,-0.621883,286.0202,65.66643,0.0,2349.8298,840.5992,53881.0,0.12712906,2337043.0,0.019975033,136670.94
82,Geo0,2022-08-22,287110.0,575334.0,175409.0,274969.0,429373.0,0.74234253,1.1299608,2105.2983,5546.9287,1303.451,2142.7896,3345.6365,382009.0,0.0,2840257.2,0.020051148,136670.94
83,Geo0,2022-08-29,622406.0,305225.0,376263.0,800796.0,613038.0,1.4169893,1.5572851,4563.931,2942.745,2795.982,6240.4756,4776.738,330101.0,2.1704597,2530940.5,0.019964227,136670.94
84,Geo0,2022-09-05,314555.0,0.0,0.0,758119.0,28933.0,1.2290671,-1.1452007,2306.5447,0.0,0.0,5907.9004,225.44337,0.0,0.0,1099342.5,0.020087829,136670.94
85,Geo0,2022-09-12,0.0,71623.0,199498.0,507936.0,392550.0,1.6632881,-0.49532586,0.0,690.53394,1482.4545,3958.2642,3058.715,42253.0,0.0,2774088.2,0.02007072,136670.94
86,Geo0,2022-09-19,523585.0,95627.0,321059.0,500605.0,251940.0,0.46307784,0.7472849,3839.3037,921.96204,2385.7651,3901.135,1963.0942,52877.0,0.5371571,2014284.0,0.019793438,136670.94
87,Geo0,2022-09-26,316706.0,408217.0,168271.0,944990.0,384225.0,1.0406995,1.0887835,2322.3174,3935.7146,1250.4092,7364.1567,2993.8472,304060.0,1.7121215,2972293.8,0.02001578,136670.94
88,Geo0,2022-10-03,495955.0,322925.0,24285.0,895616.0,241546.0,0.62559754,1.4755116,3636.7007,3113.3948,180.46,6979.3926,1882.1051,156720.0,1.9037877,2193336.5,0.02004762,136670.94
89,Geo0,2022-10-10,315727.0,230430.0,63614.0,290206.0,611526.0,1.84513,0.0006299019,2315.1387,2221.629,472.71082,2261.529,4764.9565,111019.0,0.49525234,2850047.8,0.02012686,136670.94
90,Geo0,2022-10-17,185487.0,209779.0,366345.0,984345.0,738102.0,3.051661,1.3777279,1360.1249,2022.5278,2722.282,7670.8433,5751.2256,441399.0,0.0,1778753.1,0.020044498,136670.94
91,Geo0,2022-10-24,110803.0,96884.0,0.0,305280.0,248078.0,-0.023480624,-0.6229453,812.48773,934.08105,0.0,2378.9983,1933.0018,126316.0,0.0,1745032.8,0.019724365,136670.94
92,Geo0,2022-10-31,367094.0,353510.0,63769.0,540719.0,60695.0,-0.39045686,1.3595812,2691.7988,3408.2717,473.8626,4213.737,472.93005,38764.0,0.0,3570955.2,0.020053716,136670.94
93,Geo0,2022-11-07,259605.0,64010.0,0.0,627892.0,591187.0,1.1349496,0.8737269,1903.6116,617.13525,0.0,4893.062,4606.477,44142.0,0.0,2060949.0,0.019922521,136670.94
94,Geo0,2022-11-14,463582.0,0.0,0.0,342227.0,25038.0,-1.3574674,-0.19535708,3399.3186,0.0,0.0,2666.9204,195.09387,223959.0,1.0709755,3787274.2,0.02017507,136670.94
95,Geo0,2022-11-21,249611.0,0.0,0.0,429676.0,128859.0,1.0829043,-0.5786314,1830.3284,0.0,0.0,3348.3965,1004.0579,0.0,0.18471631,2373417.8,0.020007346,136670.94
96,Geo0,2022-11-28,199935.0,132459.0,138225.0,765472.0,548471.0,2.5684571,0.7084166,1466.068,1277.0679,1027.1395,5965.201,4273.6377,198037.0,0.0,1082464.4,0.020011911,136670.94
97,Geo0,2022-12-05,222585.0,354737.0,0.0,558784.0,105485.0,-0.23991112,-0.08572066,1632.1542,3420.1016,0.0,4354.5146,821.9298,0.0,0.44002014,2823385.0,0.019860594,136670.94
98,Geo0,2022-12-12,29492.0,108697.0,54139.0,627121.0,169003.0,1.7712035,-0.55998945,216.25667,1047.9729,402.30283,4887.054,1316.8563,292630.0,0.0,1119445.4,0.020159464,136670.94
99,Geo0,2022-12-19,211475.0,0.0,210215.0,593108.0,165537.0,0.43662426,0.06374636,1550.6876,0.0,1562.0918,4621.996,1289.8496,163344.0,0.0,1455831.4,0.020046944,136670.94
100,Geo0,2022-12-26,233098.0,255270.0,186358.0,280160.0,128316.0,0.044707805,0.85018,1709.2432,2461.1172,1384.8123,2183.2422,999.82697,28884.0,0.8958492,2072967.9,0.020032864,136670.94
101,Geo0,2023-01-02,100713.0,26628.0,0.0,513233.0,204442.0,0.18120709,-0.24844135,738.50055,256.7267,0.0,3999.543,1592.994,2391.0,0.0,2076040.4,0.01994571,136670.94
102,Geo0,2023-01-09,244492.0,158008.0,0.0,409000.0,0.0,-0.17927,-0.05996126,1792.7921,1523.3917,0.0,3187.2717,0.0,314125.0,0.33672917,1606244.5,0.020026922,136670.94
103,Geo0,2023-01-16,287659.0,0.0,0.0,312341.0,204828.0,-0.50717604,-0.43074533,2109.3237,0.0,0.0,2434.0234,1596.0016,0.0,0.0,1292715.8,0.020061763,136670.94
104,Geo0,2023-01-23,23859.0,0.0,0.0,142901.0,44410.0,-1.6848481,-1.5306635,174.95143,0.0,0.0,1113.6047,346.0388,0.0,0.0,3255511.0,0.01987897,136670.94
105,Geo0,2023-01-30,0.0,0.0,0.0,156669.0,6038.0,-0.44457,-1.654838,0.0,0.0,0.0,1220.8965,47.04756,0.0,0.0,2934165.2,0.019956848,136670.94
106,Geo0,2023-02-06,156970.0,0.0,0.0,308908.0,34708.0,-0.5034393,0.6843814,1151.0175,0.0,0.0,2407.2708,270.44165,327845.0,0.0,981827.9,0.02003433,136670.94
107,Geo0,2023-02-13,481782.0,172527.0,0.0,166221.0,123038.0,0.030964851,0.42364636,3532.774,1663.3728,0.0,1295.3337,958.70123,226138.0,0.86505544,2217086.8,0.019937165,136670.94
108,Geo0,2023-02-20,0.0,292041.0,0.0,0.0,0.0,0.1878117,-3.2211893,0.0,2815.635,0.0,0.0,0.0,0.0,0.0,1083812.6,0.019855544,136670.94
109,Geo0,2023-02-27,308228.0,158000.0,122358.0,612010.0,322086.0,-0.9156432,0.6082955,2260.1504,1523.3146,909.23303,4769.2964,2509.6658,365901.0,2.7043977,3053675.8,0.019917928,136670.94
110,Geo0,2023-03-06,26378.0,106328.0,0.0,529967.0,403524.0,1.0044158,-1.1133806,193.42258,1025.1329,0.0,4129.948,3144.2231,284763.0,0.4241345,2049406.6,0.020026593,136670.94
111,Geo0,2023-03-13,0.0,0.0,0.0,529206.0,0.0,-0.3503667,-0.086541116,0.0,0.0,0.0,4124.018,0.0,89128.0,0.0,1698339.1,0.01985455,136670.94
112,Geo0,2023-03-20,80371.0,16165.0,41056.0,68180.0,0.0,-0.29209518,-1.6512051,589.3383,155.8505,305.08405,531.31586,0.0,0.0,0.13892072,1668393.5,0.019942205,136670.94
113,Geo0,2023-03-27,75067.0,277995.0,979.0,492758.0,30509.0,-1.8022707,1.4024874,550.4455,2680.2144,7.274875,3839.9846,237.72343,74603.0,0.0,2713922.2,0.020108355,136670.94
114,Geo0,2023-04-03,265243.0,381022.0,0.0,471021.0,0.0,-1.4912351,1.5805829,1944.9535,3673.5212,0.0,3670.5916,0.0,0.0,0.0,2888208.2,0.020078752,136670.94
115,Geo0,2023-04-10,342578.0,295734.0,0.0,298428.0,187298.0,-1.0930823,-0.8079912,2512.0298,2851.24,0.0,2325.6018,1459.4095,0.0,0.0,2343210.5,0.01995879,136670.94
116,Geo0,2023-04-17,27329.0,246745.0,0.0,516712.0,127012.0,-0.13577867,-0.42502907,200.39598,2378.9258,0.0,4026.6543,989.66626,23429.0,0.0,1460104.0,0.020089556,136670.94
117,Geo0,2023-04-24,0.0,146559.0,0.0,157498.0,445312.0,-1.4790956,-0.0055511594,0.0,1413.0093,0.0,1227.3567,3469.8318,57460.0,0.0,2507804.0,0.020008942,136670.94
118,Geo0,2023-05-01,226898.0,74761.0,368479.0,673861.0,269730.0,0.7725863,0.48848003,1663.7803,720.78815,2738.1394,5251.2915,2101.7122,159312.0,0.91592294,1364250.4,0.020158662,136670.94
119,Geo0,2023-05-08,22998.0,141311.0,0.0,71708.0,122686.0,-0.30087912,-1.7956973,168.63797,1362.4121,0.0,558.809,955.95844,83829.0,0.10965288,2435050.5,0.019914748,136670.94
120,Geo0,2023-05-15,484169.0,0.0,0.0,105194.0,0.0,-1.7802922,-0.06326264,3550.2773,0.0,0.0,819.7601,0.0,135084.0,0.0,2994142.5,0.020122757,136670.94
121,Geo0,2023-05-22,225878.0,4905.0,0.0,227050.0,62148.0,-1.252212,-0.16797458,1656.3009,47.29024,0.0,1769.3644,484.2517,0.0,0.54361117,1883039.6,0.020009581,136670.94
122,Geo0,2023-05-29,548106.0,144594.0,0.0,509233.0,159879.0,-0.8010889,-0.74721134,4019.1096,1394.0642,0.0,3968.3716,1245.763,0.0,1.6832058,4074299.0,0.019980827,136670.94
123,Geo0,2023-06-05,30399.0,9615.0,0.0,187115.0,30214.0,-0.5501341,-1.3511072,222.90746,92.70044,0.0,1458.1573,235.42482,0.0,0.25525734,3284566.0,0.020001335,136670.94
124,Geo0,2023-06-12,274492.0,181424.0,154054.0,374895.0,369280.0,-0.26034456,2.111864,2012.7739,1749.1508,1144.7637,2921.497,2877.397,283677.0,0.25686273,1800127.0,0.019970639,136670.94
125,Geo0,2023-06-19,223586.0,0.0,0.0,649378.0,0.0,0.18249226,-1.2788186,1639.4943,0.0,0.0,5060.499,0.0,0.0,0.0,2668832.8,0.020098114,136670.94
126,Geo0,2023-06-26,11165.0,159963.0,229167.0,608864.0,292965.0,-0.46319485,0.037628412,81.86985,1542.2404,1702.9226,4744.78,2282.7576,275192.0,0.90638375,1835606.5,0.019977244,136670.94
127,Geo0,2023-07-03,320968.0,113578.0,0.0,254295.0,35206.0,-0.91686636,-0.93919355,2353.5696,1095.0317,0.0,1981.6804,274.32202,0.0,0.25472853,2581382.8,0.020023182,136670.94
128,Geo0,2023-07-10,199186.0,85065.0,0.0,323625.0,22121.0,0.5183017,-1.2439843,1460.5758,820.13135,0.0,2521.958,172.36487,0.0,1.0423979,1501768.5,0.020075202,136670.94
129,Geo0,2023-07-17,293026.0,269089.0,0.0,281053.0,157623.0,-1.9768672,0.21212578,2148.6785,2594.3494,0.0,2190.2012,1228.1844,154767.0,0.0,3357161.0,0.01993119,136670.94
130,Geo0,2023-07-24,127607.0,0.0,0.0,161076.0,333478.0,0.5035022,-2.3320017,935.7068,0.0,0.0,1255.2396,2598.431,0.0,0.23483135,1089303.2,0.019885723,136670.94
131,Geo0,2023-07-31,0.0,0.0,0.0,230059.0,416615.0,0.45361844,-0.553414,0.0,0.0,0.0,1792.8131,3246.2273,0.0,0.0,1479726.2,0.02011577,136670.94
