geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,competitor_activity_score_control,sentiment_score_control,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,conversions,revenue_per_conversion,population
Geo0,2021-06-14,2115415.0,2105148.0,731585.0,1392387.0,-6.5528765,-1.6139005,23592.322,23543.64,8190.8677,16077.072,11733501.0,0.035200726,847483.56
Geo0,2021-06-21,1529412.0,0.0,1329614.0,2018161.0,0.1344627,5.3061724,17056.88,0.0,14886.435,23302.516,25412506.0,0.035268124,847483.56
Geo0,2021-06-28,2257357.0,1026295.0,341226.0,1693871.0,1.5504137,2.3155909,25175.34,11477.92,3820.3857,19558.13,21329860.0,0.03510559,847483.56
Geo0,2021-07-05,1121161.0,2099273.0,1751746.0,1376760.0,-4.6420345,3.6100078,12503.831,23477.936,19612.648,15896.637,18409644.0,0.03521279,847483.56
Geo0,2021-07-12,910792.0,557144.0,688642.0,2169713.0,-2.2873209,-2.7943962,10157.675,6231.01,7710.075,25052.396,10630065.0,0.034508836,847483.56
Geo0,2021-07-19,1946982.0,1591862.0,317332.0,1224690.0,1.0560335,5.456288,21713.861,17803.13,3552.8672,14140.773,20968836.0,0.035178915,847483.56
Geo0,2021-07-26,917979.0,1136841.0,931807.0,1193779.0,2.4459908,-1.1584438,10237.828,12714.249,10432.564,13783.862,16978746.0,0.035406668,847483.56
Geo0,2021-08-02,804633.0,1747091.0,1270594.0,2945083.0,1.0089521,2.1347475,8973.729,19539.188,14225.644,34005.137,21191098.0,0.035360597,847483.56
Geo0,2021-08-09,1503087.0,1987446.0,2238423.0,580016.0,-2.4817524,3.0365534,16763.29,22227.281,25061.512,6697.103,16682904.0,0.03516881,847483.56
Geo0,2021-08-16,1337318.0,917773.0,1429589.0,408848.0,2.8224537,2.1864872,14914.538,10264.228,16005.761,4720.727,19407864.0,0.0345833,847483.56
Geo0,2021-08-23,1234694.0,1382385.0,838566.0,2046620.0,-3.3779345,-0.001968601,13770.016,15460.374,9388.633,23631.115,15497693.0,0.034600638,847483.56
Geo0,2021-08-30,1264284.0,939674.0,480971.0,1440370.0,2.014069,-0.38526115,14100.0205,10509.165,5384.979,16631.104,17164404.0,0.03531392,847483.56
Geo0,2021-09-06,721172.0,1052922.0,1409010.0,1544296.0,-5.3514314,-0.0680124,8042.924,11775.712,15775.356,17831.076,9407161.0,0.03526313,847483.56
Geo0,2021-09-13,1033306.0,1641562.0,617467.0,1221783.0,-2.940991,-1.1831152,11524.021,18358.969,6913.196,14107.208,11364960.0,0.03490717,847483.56
Geo0,2021-09-20,1056613.0,1674176.0,1210738.0,2178182.0,-1.6253288,-1.4399476,11783.954,18723.719,13555.492,25150.184,14436654.0,0.034675878,847483.56
Geo0,2021-09-27,1181374.0,956362.0,1299395.0,1746251.0,-0.19260661,3.9653263,13175.36,10695.801,14548.101,20162.932,21888048.0,0.034963917,847483.56
Geo0,2021-10-04,1472889.0,209917.0,450847.0,1869051.0,5.772474,6.4789467,16426.504,2347.6785,5047.709,21580.83,27752262.0,0.034640245,847483.56
Geo0,2021-10-11,1572684.0,907212.0,898182.0,1412216.0,-0.69687235,3.1710625,17539.475,10146.115,10056.097,16306.025,17523858.0,0.03499523,847483.56
Geo0,2021-10-18,1847058.0,771334.0,1203899.0,1625240.0,-1.8185375,-2.5007155,20599.451,8626.477,13478.922,18765.688,9703492.0,0.035327133,847483.56
Geo0,2021-10-25,962336.0,1443894.0,1103202.0,1810228.0,-1.0461894,3.4979732,10732.523,16148.281,12351.513,20901.637,20507884.0,0.034845896,847483.56
Geo0,2021-11-01,1664055.0,2531733.0,0.0,1846230.0,1.091371,2.8183727,18558.496,28314.5,0.0,21317.33,22131140.0,0.034673546,847483.56
Geo0,2021-11-08,1188834.0,1717822.0,115655.0,1946022.0,1.070016,0.5150347,13258.559,19211.848,1294.88,22469.568,12577114.0,0.03527755,847483.56
Geo0,2021-11-15,2013457.0,733094.0,1339782.0,750384.0,-0.48864546,-0.24889545,22455.229,8198.807,15000.276,8664.242,13566625.0,0.03531897,847483.56
Geo0,2021-11-22,913282.0,1727936.0,1636866.0,2764570.0,0.9845514,0.9902284,10185.445,19324.96,18326.445,31920.861,19319170.0,0.035017204,847483.56
Geo0,2021-11-29,706718.0,752901.0,1907457.0,1971986.0,2.34412,-1.4602141,7881.7246,8420.325,21355.998,22769.36,16962452.0,0.035273902,847483.56
Geo0,2021-12-06,1534380.0,1415592.0,1389262.0,2016071.0,3.577128,0.87763464,17112.287,15831.756,15554.257,23278.383,22285142.0,0.034689736,847483.56
Geo0,2021-12-13,995047.0,2116822.0,1262200.0,1949887.0,1.2536886,1.8877773,11097.335,23674.201,14131.663,22514.195,20980478.0,0.034755815,847483.56
Geo0,2021-12-20,1444460.0,1364891.0,1594850.0,1445168.0,1.2097249,-5.098547,16109.447,15264.725,17856.031,16686.504,8302215.5,0.035227444,847483.56
Geo0,2021-12-27,429710.0,1079126.0,1382038.0,530400.0,1.8521533,-3.3553054,4792.3726,12068.773,15473.377,6124.2163,14965279.0,0.0354439,847483.56
Geo0,2022-01-03,1886548.0,1351094.0,255133.0,457433.0,7.0668507,0.98512614,21039.865,15110.421,2856.4836,5281.7095,20820650.0,0.035495255,847483.56
Geo0,2022-01-10,1278719.0,2029502.0,1308551.0,1948988.0,0.6730385,-2.6412852,14261.008,22697.629,14650.612,22503.816,14949818.0,0.03529892,847483.56
Geo0,2022-01-17,1756552.0,511950.0,580547.0,999820.0,-0.39354354,-1.4844332,19590.076,5725.5674,6499.8374,11544.332,14329809.0,0.03464327,847483.56
Geo0,2022-01-24,1524817.0,1786357.0,1587592.0,490422.0,-1.4389598,2.118907,17005.635,19978.332,17774.771,5662.614,18063842.0,0.035300225,847483.56
Geo0,2022-01-31,1631260.0,893314.0,1336795.0,1504835.0,0.23213366,-4.338549,18192.748,9990.682,14966.833,17375.443,7812921.0,0.03489301,847483.56
Geo0,2022-02-07,2057639.0,1282168.0,0.0,1546438.0,-2.057344,0.59374994,22947.97,14339.563,0.0,17855.809,16029730.0,0.035045363,847483.56
Geo0,2022-02-14,1120800.0,1470882.0,2039761.0,1996800.0,4.0661592,-3.5447912,12499.805,16450.111,22837.281,23055.873,18926900.0,0.034683548,847483.56
Geo0,2022-02-21,1478631.0,1606752.0,575361.0,1874912.0,-1.033614,-2.4562876,16490.541,17969.658,6441.775,21648.504,13696689.0,0.0351822,847483.56
Geo0,2022-02-28,1614728.0,1636699.0,3394254.0,2540664.0,-1.6198264,-3.4350867,18008.373,18304.582,38002.26,29335.549,12655972.0,0.03491271,847483.56
Geo0,2022-03-07,1255332.0,1812159.0,1687293.0,634858.0,-5.796839,-1.3350539,14000.183,20266.898,18891.03,7330.331,13490893.0,0.034815356,847483.56
Geo0,2022-03-14,1177322.0,1362419.0,3140618.0,1313148.0,4.1389747,-3.0428452,13130.171,15237.078,35162.54,15162.146,16222295.0,0.035163525,847483.56
Geo0,2022-03-21,1335786.0,1456614.0,1480630.0,1209610.0,-3.1902559,4.6210237,14897.452,16290.54,16577.219,13966.653,21453528.0,0.034924917,847483.56
Geo0,2022-03-28,1209664.0,1306511.0,717157.0,2409524.0,3.5952008,3.3930123,13490.867,14611.812,8029.331,27821.354,22617994.0,0.035381548,847483.56
Geo0,2022-04-04,2165188.0,1170412.0,1427191.0,1415676.0,-6.4416113,1.2280214,24147.42,13089.702,15978.912,16345.977,14719327.0,0.035229433,847483.56
Geo0,2022-04-11,2284389.0,2416186.0,1368053.0,1672014.0,-3.0777733,1.2861702,25476.816,27022.24,15316.8,19305.76,20205052.0,0.03455523,847483.56
Geo0,2022-04-18,1029312.0,2832478.0,964042.0,1672610.0,2.6797605,0.017528938,11479.479,31677.984,10793.47,19312.643,18544836.0,0.034862958,847483.56
Geo0,2022-04-25,886875.0,606210.0,1497956.0,1191596.0,-0.54662156,-0.6242523,9890.938,6779.7563,16771.201,13758.656,12999294.0,0.035120185,847483.56
Geo0,2022-05-02,2317096.0,1417308.0,1038657.0,769535.0,-1.8861542,1.9386668,25841.584,15850.947,11628.863,8885.367,17621644.0,0.0345396,847483.56
Geo0,2022-05-09,0.0,818961.0,1075013.0,2692633.0,0.15714084,-5.2286015,0.0,9159.13,12035.907,31090.246,9189598.0,0.034971118,847483.56
Geo0,2022-05-16,795529.0,2364167.0,992665.0,2157055.0,0.42466012,1.304912,8872.196,26440.469,11113.935,24906.242,16877638.0,0.034639128,847483.56
Geo0,2022-05-23,555572.0,1194231.0,964476.0,2314788.0,1.1119382,1.0264432,6196.0576,13356.09,10798.328,26727.492,18538382.0,0.0352612,847483.56
Geo0,2022-05-30,1748091.0,1089269.0,1766358.0,1733222.0,0.9826212,-0.23196186,19495.715,12182.212,19776.246,20012.492,18017226.0,0.034884598,847483.56
Geo0,2022-06-06,848396.0,98821.0,819253.0,1359834.0,1.2531049,-3.3088894,9461.799,1105.1984,9172.403,15701.202,13889576.0,0.034939483,847483.56
Geo0,2022-06-13,1131423.0,1545791.0,660043.0,1678220.0,-0.977581,1.8640888,12618.278,17287.88,7389.8794,19377.418,14432440.0,0.034755055,847483.56
Geo0,2022-06-20,2420758.0,942992.0,531385.0,607108.0,-5.7184405,0.838972,26997.682,10546.272,5949.417,7009.9185,13892268.0,0.035177857,847483.56
Geo0,2022-06-27,1578078.0,561233.0,1438152.0,1655438.0,-5.116753,3.6587784,17599.63,6276.7407,16101.632,19114.367,18308268.0,0.03510915,847483.56
Geo0,2022-07-04,1577243.0,2315723.0,1343734.0,755599.0,-4.2920465,-0.43972218,17590.318,25898.678,15044.522,8724.456,15930896.0,0.03489915,847483.56
Geo0,2022-07-11,1035942.0,665052.0,877440.0,1026466.0,-2.0657477,-2.7948084,11553.42,7437.836,9823.868,11851.998,14281274.0,0.034786798,847483.56
Geo0,2022-07-18,803374.0,1017984.0,1992686.0,2201364.0,-2.5816422,-0.94853336,8959.6875,11384.972,22310.227,25417.854,12482986.0,0.034691986,847483.56
Geo0,2022-07-25,1528862.0,1964856.0,59744.0,1788664.0,-0.9630897,-0.98568904,17050.746,21974.637,668.8973,20652.648,15568930.0,0.034587562,847483.56
Geo0,2022-08-01,0.0,1509487.0,1585731.0,2713598.0,0.72396785,6.2271724,0.0,16881.863,17753.936,31332.316,25950766.0,0.035433915,847483.56
Geo0,2022-08-08,0.0,2663404.0,1011951.0,1439156.0,-2.7777467,3.352111,0.0,29787.088,11329.861,16617.086,18434316.0,0.034706503,847483.56
Geo0,2022-08-15,1303438.0,1498951.0,1529826.0,1128922.0,0.7223283,3.9426513,14536.688,16764.03,17128.02,13034.997,23645116.0,0.034965042,847483.56
Geo0,2022-08-22,1436739.0,887221.0,1205542.0,1268801.0,1.8022388,-2.933322,16023.338,9922.539,13497.317,14650.098,14446318.0,0.034619324,847483.56
Geo0,2022-08-29,991760.0,1600602.0,1228897.0,608779.0,-2.9295683,-0.8781397,11060.677,17900.879,13758.801,7029.2124,15857501.0,0.034602694,847483.56
Geo0,2022-09-05,0.0,1059341.0,1257233.0,2479783.0,-5.2710886,1.6151794,0.0,11847.502,14076.053,28632.592,12686694.0,0.034617368,847483.56
Geo0,2022-09-12,990890.0,524959.0,947316.0,954495.0,0.2226342,-0.97788215,11050.974,5871.058,10606.204,11020.991,16171617.0,0.035040613,847483.56
Geo0,2022-09-19,1076793.0,1311694.0,276616.0,1536260.0,-0.0554799,2.9816768,12009.014,14669.777,3097.0085,17738.29,20290046.0,0.03473364,847483.56
Geo0,2022-09-26,1044697.0,2375860.0,936359.0,1759437.0,-1.8154755,-0.41972876,11651.061,26571.24,10483.529,20315.182,17222850.0,0.035454094,847483.56
Geo0,2022-10-03,757809.0,766960.0,2120107.0,2358756.0,-3.0718226,-0.15687591,8451.5205,8577.559,23736.84,27235.166,16250401.0,0.035458513,847483.56
Geo0,2022-10-10,1499444.0,2159306.0,1101809.0,1942210.0,0.20032415,-3.2520785,16722.66,24149.336,12335.917,22425.555,16103777.0,0.035102632,847483.56
Geo0,2022-10-17,1185412.0,2408240.0,1568618.0,2262724.0,3.3307822,-0.010094306,13220.395,26933.373,17562.338,26126.34,23287332.0,0.035029255,847483.56
Geo0,2022-10-24,927132.0,817514.0,1105273.0,1863016.0,1.0065291,-4.322723,10339.908,9142.946,12374.7,21511.148,9663508.0,0.03494664,847483.56
Geo0,2022-10-31,1439540.0,1305995.0,1926943.0,666052.0,1.4441767,1.2331563,16054.576,14606.041,21574.164,7690.51,19748720.0,0.03540949,847483.56
Geo0,2022-11-07,732418.0,1790260.0,1962023.0,2326685.0,-0.5284691,-7.0476294,8168.3457,20021.984,21966.922,26864.861,8473297.0,0.034960255,847483.56
Geo0,2022-11-14,2234775.0,1998985.0,234811.0,2719041.0,-1.1072878,0.03199295,24923.494,22356.33,2628.9575,31395.164,18425672.0,0.03493252,847483.56
Geo0,2022-11-21,1298347.0,267520.0,646674.0,1601819.0,-1.2847294,-4.082035,14479.911,2991.9011,7240.199,18495.26,13584278.0,0.03517277,847483.56
Geo0,2022-11-28,574676.0,1872620.0,930118.0,1359911.0,1.6484737,1.9819958,6409.1167,20943.084,10413.654,15702.091,21307166.0,0.03478849,847483.56
Geo0,2022-12-05,1102663.0,2143980.0,1810276.0,1060275.0,-1.7039883,0.20574859,12297.53,23977.932,20267.953,12242.37,17159654.0,0.03541808,847483.56
Geo0,2022-12-12,1725702.0,635566.0,1396436.0,778474.0,-0.20175621,4.535242,19246.02,7108.0693,15634.577,8988.58,20847680.0,0.03473482,847483.56
Geo0,2022-12-19,865518.0,1801286.0,1567498.0,1635633.0,-0.76620686,3.7519479,9652.754,20145.297,17549.797,18885.69,22229526.0,0.035100114,847483.56
Geo0,2022-12-26,1589951.0,1295914.0,1099276.0,2058078.0,-1.2385671,-5.029459,17732.047,14493.296,12307.557,23763.414,14543812.0,0.035264533,847483.56
Geo0,2023-01-02,1456423.0,1458809.0,1023121.0,767024.0,-0.3509607,0.31842473,16242.865,16315.088,11454.921,8856.374,15162348.0,0.03468307,847483.56
Geo0,2023-01-09,1321030.0,1301750.0,1430654.0,1715724.0,-0.6374614,1.418049,14732.885,14558.565,16017.685,19810.453,20259498.0,0.034963753,847483.56
Geo0,2023-01-16,1605333.0,872202.0,1786482.0,1465220.0,-3.513236,5.2281475,17903.596,9754.568,20001.555,16918.031,22802090.0,0.03477121,847483.56
Geo0,2023-01-23,1963838.0,1849497.0,1301547.0,1570296.0,5.972772,-0.655923,21901.848,20684.48,14572.194,18131.283,19679326.0,0.034681223,847483.56
Geo0,2023-01-30,1162575.0,1273854.0,441749.0,1967798.0,-7.695195,-3.0128868,12965.703,14246.581,4945.847,22721.004,7596961.0,0.03456462,847483.56
Geo0,2023-02-06,641918.0,703841.0,1409508.0,1805950.0,-5.0258765,0.3926826,7159.038,7871.646,15780.933,20852.24,11989637.0,0.03512366,847483.56
Geo0,2023-02-13,2023334.0,424506.0,1356173.0,1149534.0,0.6738107,-3.2086458,22565.383,4747.608,15183.791,13272.991,15274795.0,0.034817584,847483.56
Geo0,2023-02-20,584692.0,1171008.0,743818.0,1400032.0,-2.7807708,4.144043,6520.821,13096.367,8327.829,16165.345,16134087.0,0.034619562,847483.56
Geo0,2023-02-27,827802.0,1099878.0,1888668.0,2238344.0,5.4485326,1.9652606,9232.123,12300.861,21145.635,25844.84,19192976.0,0.03450212,847483.56
Geo0,2023-03-06,877068.0,921541.0,598257.0,2051687.0,3.458558,5.817904,9781.565,10306.368,6698.1196,23689.621,25654266.0,0.034616858,847483.56
Geo0,2023-03-13,559750.0,1028623.0,372654.0,1705883.0,-4.6507115,-2.5838723,6242.6533,11503.956,4172.2554,19696.826,9257477.0,0.0354858,847483.56
Geo0,2023-03-20,2461420.0,1109372.0,1049125.0,2159978.0,-1.9357121,0.11417934,27451.168,12407.04,11746.063,24939.992,15865039.0,0.035338115,847483.56
Geo0,2023-03-27,2299440.0,1166366.0,1034617.0,2777227.0,-0.40911275,-1.5558732,25644.674,13044.452,11583.631,32067.004,14769636.0,0.03538411,847483.56
Geo0,2023-04-03,1181165.0,970879.0,1606457.0,1823553.0,-0.055062287,-3.8165553,13173.03,10858.156,17985.984,21055.492,14589245.0,0.035114575,847483.56
Geo0,2023-04-10,0.0,1276207.0,1235212.0,1597790.0,-2.6283476,-4.99319,0.0,14272.896,13829.504,18448.74,9089982.0,0.035264783,847483.56
Geo0,2023-04-17,2232905.0,1471538.0,1256741.0,1114951.0,-4.8676205,-1.9392214,24902.639,16457.447,14070.544,12873.682,15932404.0,0.034606624,847483.56
Geo0,2023-04-24,886309.0,1310824.0,909136.0,1313903.0,1.7911423,0.9024934,9884.627,14660.048,10178.738,15170.863,20287840.0,0.03480952,847483.56
Geo0,2023-05-01,1156544.0,1504811.0,1186547.0,1830478.0,0.3093114,-6.5206017,12898.442,16829.566,13284.648,21135.451,5675905.5,0.034936074,847483.56
Geo0,2023-05-08,668375.0,620194.0,2028644.0,1402022.0,-2.081768,2.7318704,7454.1016,6936.1514,22712.814,16188.321,17416872.0,0.0351734,847483.56
Geo0,2023-05-15,821114.0,505983.0,389403.0,2148038.0,-2.9383304,0.7934094,9157.534,5658.8335,4359.7783,24802.129,15356584.0,0.035358258,847483.56
Geo0,2023-05-22,1791818.0,1460185.0,842335.0,1955495.0,-4.079561,8.551845,19983.383,16330.478,9430.831,22578.947,20742234.0,0.034998566,847483.56
Geo0,2023-05-29,498923.0,2008644.0,1802948.0,1630455.0,1.5002028,6.7243023,5564.2754,22464.355,20185.908,18825.902,24957288.0,0.035278,847483.56
Geo0,2023-06-05,2239991.0,1512587.0,1019656.0,1415976.0,-1.477828,-0.23309225,24981.666,16916.533,11416.127,16349.44,14182543.0,0.03485241,847483.56
Geo0,2023-06-12,390140.0,1708877.0,2113819.0,2706570.0,5.4943724,2.4070814,4351.065,19111.809,23666.44,31251.168,25648378.0,0.03454925,847483.56
Geo0,2023-06-19,784896.0,797230.0,2064544.0,2315594.0,-1.5267346,4.3293715,8753.61,8916.094,23114.754,26736.799,19676264.0,0.034805607,847483.56
Geo0,2023-06-26,1065522.0,2236541.0,776953.0,1433604.0,1.4322474,3.7640905,11883.3125,25013.12,8698.811,16552.98,23156736.0,0.034712955,847483.56
Geo0,2023-07-03,1335417.0,1825477.0,1959346.0,1772244.0,-4.0052814,-4.152898,14893.337,20415.846,21936.95,20463.057,11198933.0,0.035242837,847483.56
Geo0,2023-07-10,990829.0,1383889.0,1119923.0,2211612.0,-0.119513944,1.3611015,11050.294,15477.194,12538.722,25536.18,20511456.0,0.03522963,847483.56
Geo0,2023-07-17,1269753.0,741561.0,1699984.0,1705184.0,3.5661783,1.2585288,14161.014,8293.5,19033.12,19688.754,21545610.0,0.03455344,847483.56
Geo0,2023-07-24,473989.0,1010251.0,997117.0,2040060.0,1.5504854,1.1283367,5286.1973,11298.486,11163.779,23555.371,18254146.0,0.035170823,847483.56
Geo0,2023-07-31,919915.0,1191314.0,1512564.0,1505372.0,0.576476,-1.4919652,10259.42,13323.467,16934.754,17381.643,16540405.0,0.035262264,847483.56
Geo0,2023-08-07,0.0,727949.0,1405614.0,1387033.0,3.1045961,2.2363336,0.0,8141.266,15737.335,16015.253,21603330.0,0.034574363,847483.56
Geo0,2023-08-14,1422906.0,760428.0,847953.0,1448182.0,4.065909,-0.10094885,15869.064,8504.506,9493.73,16721.305,18143586.0,0.03538185,847483.56
Geo0,2023-08-21,2378330.0,1607685.0,1224117.0,1895269.0,-5.33009,-4.281813,26524.502,17980.094,13705.284,21883.555,8378767.0,0.03522198,847483.56
Geo0,2023-08-28,923716.0,1282460.0,1320139.0,744401.0,-2.216764,-1.6178174,10301.811,14342.829,14780.352,8595.159,12368298.0,0.034900248,847483.56
Geo0,2023-09-04,1575289.0,1120930.0,1486347.0,1312941.0,0.10006775,1.1028064,17568.527,12536.303,16641.227,15159.756,20948276.0,0.0351392,847483.56
Geo0,2023-09-11,1526887.0,250678.0,1352082.0,2285993.0,-2.6371675,-3.4087157,17028.72,2803.543,15137.987,26395.014,11451476.0,0.035035975,847483.56
Geo0,2023-09-18,0.0,730230.0,2000403.0,1133821.0,0.5680201,-2.2697272,0.0,8166.7764,22396.627,13091.5625,13245169.0,0.03459257,847483.56
Geo0,2023-09-25,1367931.0,1606323.0,2084640.0,1981666.0,0.60978705,2.6419191,15255.951,17964.861,23339.748,22881.129,22557036.0,0.03501977,847483.56
Geo0,2023-10-02,1980856.0,1004754.0,1597705.0,1668330.0,-0.99717927,-1.7089173,22091.643,11237.009,17887.996,19263.223,12391893.0,0.0349059,847483.56
Geo0,2023-10-09,1831735.0,1987562.0,1771650.0,2292221.0,-6.3756056,-7.5611305,20428.56,22228.578,19835.494,26466.926,4411119.5,0.035436988,847483.56
Geo0,2023-10-16,632317.0,751826.0,1453676.0,1626275.0,3.087151,0.4389475,7051.962,8408.303,16275.439,18777.639,17700324.0,0.035257928,847483.56
Geo0,2023-10-23,851378.0,1617763.0,1165415.0,1031293.0,-1.4682178,0.91578126,9495.056,18092.805,13048.053,11907.732,17455350.0,0.034557737,847483.56
Geo0,2023-10-30,939443.0,1319759.0,2249818.0,1676076.0,2.1019158,1.0310829,10477.207,14759.975,25189.092,19352.662,19568486.0,0.035195477,847483.56
Geo0,2023-11-06,2092292.0,1181100.0,1712346.0,2301929.0,-0.29925993,-2.685732,23334.441,13209.234,19171.523,26579.018,14882676.0,0.03488027,847483.56
Geo0,2023-11-13,1226982.0,1299806.0,76312.0,1175477.0,3.3124552,0.7793634,13684.008,14536.824,854.39355,13572.54,17664898.0,0.035125855,847483.56
Geo0,2023-11-20,1335673.0,1602301.0,0.0,2130999.0,-1.355211,-2.3530204,14896.191,17919.879,0.0,24605.389,13411422.0,0.035101004,847483.56
Geo0,2023-11-27,1000609.0,2472863.0,1243445.0,1418659.0,1.2693853,1.1182878,11159.366,27656.107,13921.682,16380.419,20895336.0,0.034760714,847483.56
Geo0,2023-12-04,1043126.0,912201.0,997322.0,1524153.0,3.80021,-4.4475083,11633.54,10201.911,11166.074,17598.496,10561886.0,0.035139717,847483.56
Geo0,2023-12-11,614529.0,657021.0,1186225.0,1344281.0,0.2488038,-1.1845498,6853.58,7348.0186,13281.043,15521.62,18011764.0,0.0349009,847483.56
Geo0,2023-12-18,1283445.0,830317.0,2072730.0,764868.0,4.445724,2.7156928,14313.715,9286.134,23206.404,8831.48,21791130.0,0.03465303,847483.56
Geo0,2023-12-25,896739.0,241476.0,1058006.0,1127591.0,2.477913,1.2084098,10000.948,2700.6292,11845.496,13019.629,18719164.0,0.03510505,847483.56
Geo0,2024-01-01,269570.0,716685.0,999622.0,1626629.0,1.6983744,-4.2465396,3006.3994,8015.291,11191.825,18781.727,11944616.0,0.034584574,847483.56
Geo0,2024-01-08,1244137.0,2128613.0,1266467.0,1370847.0,-3.904737,3.929135,13875.33,23806.07,14179.4375,15828.362,18573834.0,0.034839578,847483.56
Geo0,2024-01-15,0.0,1827385.0,1477556.0,2144372.0,6.793809,0.6649343,0.0,20437.184,16542.8,24759.799,21527108.0,0.03529149,847483.56
Geo1,2021-01-25,109349.0,542182.0,721230.0,564618.0,-0.7882147,-2.4170513,1219.5228,6063.6772,8074.9326,6519.311,5563954.0,0.03503787,469905.8
Geo1,2021-02-01,273404.0,717415.0,1176237.0,1367270.0,3.7472181,-1.2987363,3049.1582,8023.4556,13169.217,15787.061,8225139.0,0.035397697,469905.8
Geo1,2021-02-08,619876.0,642489.0,0.0,269988.0,-5.463977,1.7123907,6913.213,7185.495,0.0,3117.3923,6778763.0,0.034837868,469905.8
Geo1,2021-02-15,567895.0,123727.0,388469.0,573786.0,-2.653638,-1.2286843,6333.4907,1383.7432,4349.3213,6625.169,7502402.0,0.035008106,469905.8
Geo1,2021-02-22,1284155.0,1042320.0,492303.0,471213.0,0.67434555,3.0030177,14321.634,11657.142,5511.8525,5440.819,8994425.0,0.034925923,469905.8
Geo1,2021-03-01,509097.0,532967.0,685477.0,1108612.0,-1.1813849,1.695117,5677.7417,5960.618,7674.6396,12800.489,8422944.0,0.035120748,469905.8
Geo1,2021-03-08,744325.0,756999.0,467551.0,771499.0,2.7756166,1.4185641,8301.14,8466.156,5234.728,8908.044,10991278.0,0.035126813,469905.8
