,geo,time,kpi,revenue_per_kpi,population,control_0,control_1,reach_0,reach_1,frequency_0,frequency_1,rf_spend_0,rf_spend_1
17,geo_0,2021-05-03,10771.481260247452,3.14,3186.0,2395.130541380391,2391.1318788689423,2965.0,3016.0,1.260439253369237,3.7817448455199,2.5327792143584578,2.469358769900285
18,geo_0,2021-05-10,11212.754819979524,3.14,3186.0,2495.441099236847,2497.5213232118517,3123.0,3120.0,9.151453403638603,9.011899243922056,1.1549474256969163,1.3781625196021736
19,geo_0,2021-05-17,10671.560894334758,3.14,3186.0,2371.6769188175413,2370.0306808408636,2961.0,2970.0,1.0633659129602386,1.4884862471233222,0.11221425236988725,0.980796468223927
20,geo_0,2021-05-24,10350.793638999463,3.14,3186.0,2302.5532953536976,2303.1120727074745,2895.0,2858.0,2.2427648253354633,4.100089685894876,0.6520878506738474,1.15634896910398
21,geo_0,2021-05-31,10849.474885675292,3.14,3186.0,2411.8791061058,2411.373937117654,2829.0,3195.0,5.531350953125063,12.75387697615895,2.2302906807277205,2.2023798487844113
22,geo_0,2021-06-07,10604.877612740973,3.14,3186.0,2362.461370311588,2359.9650023743206,2949.0,2956.0,0.4517390912417323,0.8096284919440682,0.6126731825920477,0.6976972494246645
23,geo_0,2021-06-14,10705.669918611162,3.14,3186.0,2382.1230786959995,2381.36699695782,2875.0,3078.0,3.2639768002496314,6.88745177915955,0.04855296506709261,0.4200179371789752
24,geo_0,2021-06-21,10465.154480457293,3.14,3186.0,2328.813815205218,2330.158684753389,2839.0,2979.0,5.069489237789757,1.9362985989301564,0.7062701906250126,2.9507753952317897
25,geo_0,2021-06-28,10720.821106060834,3.14,3186.0,2383.7057467949808,2380.798474409125,2910.0,3039.0,1.477332805968378,4.93451248929631,0.4903478182483465,0.5619256983888137
26,geo_0,2021-07-05,10492.296686034972,3.14,3186.0,2332.9478451943896,2331.6462747431897,2949.0,2882.0,0.44597431215563477,2.903160920612061,0.2527953600499262,1.77749035583191
27,geo_0,2021-07-12,10859.100886715196,3.14,3186.0,2416.141285117931,2412.352941007007,2997.0,3043.0,2.8590888583067255,5.141659352652088,0.6138978475579515,0.7872597197860313
28,geo_0,2021-07-19,10871.816653062779,3.14,3186.0,2414.407175733416,2414.312435133798,3007.0,3030.0,3.3325861119158393,4.512359488698907,0.10453343880632437,1.386902497859262
29,geo_0,2021-07-26,10597.215340537123,3.14,3186.0,2360.08081279609,2362.5461913246304,2937.0,2964.0,0.17161046840481786,1.1862941700643095,0.489194862431127,0.1806321841224121
30,geo_0,2021-08-02,10613.127335431745,3.14,3186.0,2364.548394280181,2359.143528003361,2933.0,2964.0,0.3623022388797552,1.2022341922972934,0.9718177716613451,1.4283318705304175
31,geo_0,2021-08-09,10335.301670124474,3.14,3186.0,2293.6363542712065,2302.868906814226,2919.0,2827.0,1.06573141022227,5.631413011658385,1.0665172223831678,1.3024718977397813
32,geo_0,2021-08-16,10754.791750565744,3.14,3186.0,2390.1564728203034,2388.9081117810147,3018.0,2960.0,3.8871307112687643,0.9910953189586906,0.3656779063190364,0.6372588340128619
33,geo_0,2021-08-23,10603.810086206793,3.14,3186.0,2353.6522145922345,2350.5265192129305,2837.0,3046.0,5.150991734830223,5.313911277628871,0.32753955222404896,0.6404468384594587
34,geo_0,2021-08-30,10645.555839681012,3.14,3186.0,2366.129053558637,2365.3898286430776,2909.0,3005.0,1.5364918219162114,3.259726978980695,0.18685371795554595,0.7262826023316769
35,geo_0,2021-09-06,10959.103566619118,3.14,3186.0,2434.509417310079,2434.824216594017,3073.0,3013.0,6.645452810887685,3.6449145537870535,1.1774261422537529,0.5982190637917382
36,geo_0,2021-09-13,10773.068630591972,3.14,3186.0,2396.4012960897066,2396.4003137489176,3114.0,2877.0,8.697003422716502,3.174129101768263,0.6301983469660446,1.4627822555257741
37,geo_0,2021-09-20,10757.043721574513,3.14,3186.0,2389.269712562607,2389.48627832766,3040.0,2932.0,5.011708205887745,0.424050454701566,0.09270163561675782,1.0519453957961389
38,geo_0,2021-09-27,10534.250551040872,3.14,3186.0,2339.7757638600506,2338.916439823506,2913.0,2942.0,1.3539857459094087,0.1057516761779227,1.7290905621775368,1.1289829107574108
39,geo_0,2021-10-04,10732.176160549894,3.14,3186.0,2389.80089117449,2385.371847898918,2969.0,3006.0,1.4422373393631367,3.2808267111487273,2.1394006845433005,0.23482582035365263
40,geo_0,2021-10-11,10781.811042534824,3.14,3186.0,2389.480309018614,2392.2062240777946,2883.0,3090.0,2.825749203916782,7.504132434770936,1.4023416411775491,0.3151899090596868
41,geo_0,2021-10-18,10619.071042029958,3.14,3186.0,2358.179072712138,2355.509643694126,3047.0,2846.0,5.328312198652299,4.681218431386119,0.12920285081811822,0.42115033523558454
42,geo_0,2021-10-25,11412.379682284467,3.14,3186.0,2534.139534801529,2536.1573562055055,3149.0,3190.0,10.441260968977998,12.479445880152916,0.6884474678726273,1.0561653422297455
43,geo_0,2021-11-01,10989.993683617551,3.14,3186.0,2439.6181863931806,2439.698719258427,3118.0,2982.0,8.893897855798254,2.1003758209382455,0.16514984078335648,1.900826486954187
44,geo_0,2021-11-08,10805.25051980137,3.14,3186.0,2399.546195052306,2398.627391426933,2893.0,3105.0,2.3537631075527123,8.272258634655683,1.4656624397304598,0.5362436862772237
45,geo_0,2021-11-15,10953.76174728172,3.14,3186.0,2432.6821454051433,2432.5649919268158,2960.0,3122.0,0.9841152651341019,9.112225351912137,2.4882521937955997,2.8958891760305834
46,geo_0,2021-11-22,11019.489668917377,3.14,3186.0,2443.4788296451216,2444.213876580408,3021.0,3098.0,4.041374890384302,7.8831951824185635,2.1787795711596507,0.8200751641876491
47,geo_0,2021-11-29,11008.501648396064,3.14,3186.0,2443.8096542660314,2442.877230404406,3036.0,3071.0,4.781831985872009,6.53286584095974,0.07075262151054251,2.054451726931137
48,geo_0,2021-12-06,11127.659582966675,3.14,3186.0,2470.626816420811,2471.6390364601616,3001.0,3179.0,3.0525001036041024,11.929352469529176,0.5968230530268204,2.2224450703824274
49,geo_0,2021-12-13,10890.538298544858,3.14,3186.0,2419.9754755761346,2420.652065267639,3013.0,3040.0,3.6345604635180995,5.009946817223508,1.2082749780768602,1.9766390364837128
50,geo_0,2021-12-20,10921.658278956013,3.14,3186.0,2427.170422539736,2420.9493485778803,3188.0,2865.0,12.415753485281272,3.738795305712232,1.3563663971744018,1.706573168191948
51,geo_0,2021-12-27,10740.05387236077,3.14,3186.0,2388.2824950865797,2387.9747147973967,2873.0,3097.0,3.352424992428668,7.846983540790056,1.0105000207208206,2.7858704939058354
52,geo_0,2022-01-03,10965.255100435683,3.14,3186.0,2431.4222688498166,2431.985414467506,2883.0,3194.0,2.865617025570799,12.718105928246462,1.1269120927036198,1.4019893634447016
53,geo_0,2022-01-10,10629.968724633027,3.14,3186.0,2352.3799140309716,2353.5658298693693,2959.0,2925.0,0.9319050962012634,0.7372740572037886,2.883150697056254,0.34775906114244637
54,geo_0,2022-01-17,11413.194172631682,3.14,3186.0,2539.7685972763356,2534.1012177500293,3192.0,3148.0,12.614710132401923,10.402573957172121,0.2704849984857336,1.969396708158011
55,geo_0,2022-01-24,11287.478366493513,3.14,3186.0,2510.356460679946,2510.7417877305306,3187.0,3091.0,12.33779480213285,7.5302232913769265,0.1731234051141599,2.9436211856492926
56,geo_0,2022-01-31,11002.39211363744,3.14,3186.0,2442.220429667257,2442.430100803451,2914.0,3191.0,1.3061284252735126,12.55032476549517,0.5863810192402527,0.25254518855924224
57,geo_0,2022-02-07,10908.839239873048,3.14,3186.0,2423.6991048249824,2422.184919493667,2973.0,3080.0,1.659983145243098,7.012281978981976,2.922942026480385,2.480514791434424
58,geo_0,2022-02-14,10947.328689244949,3.14,3186.0,2431.449314416958,2434.6576756711584,3095.0,2984.0,7.73625983886874,2.224949534545829,2.86755896042657,1.9060446582753854
59,geo_0,2022-02-21,11080.995972781933,3.14,3186.0,2462.655057553726,2458.1091525204893,3061.0,3092.0,6.070396851730401,7.611033357832634,0.13877431494529746,2.9100649530990337
60,geo_0,2022-02-28,10668.809579141167,3.14,3186.0,2377.016891876762,2375.275194257532,3038.0,2890.0,4.882127655778147,2.4970039529209727,0.7319966290486196,1.802456395796395
61,geo_0,2022-03-07,11105.584479293871,3.14,3186.0,2464.970273552439,2465.7161034765195,3030.0,3133.0,4.49119087103028,9.631929483435151,1.9472519677737479,0.8449899069091658
62,geo_0,2022-03-14,10664.015239592285,3.14,3186.0,2368.568318062833,2366.118062730933,2931.0,2985.0,0.4728392986568273,2.251827298361646,1.6140793703460803,1.922206671566527
63,geo_0,2022-03-21,11048.620848186409,3.14,3186.0,2457.369570888763,2457.8663716122014,2956.0,3185.0,0.8242322413918126,12.246318642396709,1.3764255311556295,0.09940079058419449
64,geo_0,2022-03-28,10989.890521026085,3.14,3186.0,2441.5352320480706,2442.2119066150867,3067.0,3041.0,6.361473785062177,5.037309181205552,1.298238174206056,2.3263858966870306
65,geo_0,2022-04-04,10753.504255082542,3.14,3186.0,2391.893576982697,2391.3469193754922,2923.0,3054.0,0.849580372226582,5.696245956459086,0.3054321402686345,0.8503654596723292
66,geo_0,2022-04-11,10696.041091195735,3.14,3186.0,2374.6528591904644,2374.363713828015,2933.0,3003.0,0.37166330328688035,3.159152791371756,0.5648464482783626,2.849263728479342
67,geo_0,2022-04-18,10788.491689068776,3.14,3186.0,2400.9707124984207,2397.248110156924,2936.0,3068.0,0.17923039189440493,6.382166474732498,1.6722947570124354,1.4074618362411104
68,geo_0,2022-04-25,10859.031106608512,3.14,3186.0,2412.9684402712423,2414.8752219297417,3058.0,2979.0,5.882954083074704,1.9585062221100256,0.2300839255546836,1.5392491912918174
69,geo_0,2022-05-02,10676.014818509533,3.14,3186.0,2372.704922622816,2372.596430638001,3040.0,2891.0,4.980033563308226,2.4653075436525285,0.32566733934262393,1.0318305582743512
70,geo_0,2022-05-09,10619.322935480539,3.14,3186.0,2357.684167941951,2357.33068580849,2851.0,3044.0,4.456287963528028,5.196958506322685,0.36415392162111904,1.6764332949464997
71,geo_0,2022-05-16,10949.797889716068,3.14,3186.0,2432.6373125398068,2432.485461485503,3017.0,3064.0,3.8333674768626453,6.175157184460532,1.576590816614941,0.7917012444220051
72,geo_0,2022-05-23,11378.451283673627,3.14,3186.0,2535.682050702567,2533.10048846474,3238.0,3094.0,14.91572387431971,7.722397434952069,1.3960067126616453,0.09306150873050578
73,geo_0,2022-05-30,10837.26100238928,3.14,3186.0,2404.357545624304,2404.927073603861,2909.0,3112.0,1.5641111272207926,8.585081440479264,0.49125759270560554,1.439391701264537
74,geo_0,2022-06-06,10463.046735802362,3.14,3186.0,2332.033412673949,2326.306619391818,2868.0,2954.0,3.5795370525576056,0.6920769759264553,1.166673495372529,1.6350314368921064
75,geo_0,2022-06-13,11077.840126508228,3.14,3186.0,2468.0000638273855,2464.7574704513713,2993.0,3171.0,2.658791973376844,11.566713608246832,3.383144774863942,1.9444794869904138
76,geo_0,2022-06-20,10504.42966671802,3.14,3186.0,2337.070105336725,2337.0973650579817,2926.0,2917.0,0.7237741102421995,1.1321926932950719,0.08717777455584141,2.117016288095853
77,geo_0,2022-06-27,10639.19800836943,3.14,3186.0,2372.5341839480166,2369.1367280451277,2990.0,2934.0,2.5077373778728385,0.31739143181053686,0.31590741051152116,0.538415395185291
78,geo_0,2022-07-04,10813.717682169196,3.14,3186.0,2401.956178815425,2399.9867026874667,3113.0,2892.0,8.633179610532535,2.399657541817117,0.9317583946753688,2.713342721649367
79,geo_0,2022-07-11,10523.214551506164,3.14,3186.0,2336.6333955150576,2336.9996547127853,2885.0,2956.0,2.7373432620555125,0.8108997762778296,0.2552451779515601,0.1735614613409856
80,geo_0,2022-07-18,11051.871432758102,3.14,3186.0,2457.5398618221166,2459.186620740068,2950.0,3193.0,0.5098377465384756,12.647660269084929,0.9015474755745677,0.3365217136378926
81,geo_0,2022-07-25,10962.278678813134,3.14,3186.0,2441.6931539342777,2442.104807728735,3095.0,3009.0,7.747104034628804,3.4377562069259544,2.126635922106507,0.07993150836342333
82,geo_0,2022-08-01,10743.442073978413,3.14,3186.0,2387.7895968124403,2381.2129145438776,2877.0,3084.0,3.12717759415084,7.2218148820077355,0.1474686524111024,0.562179955255566
83,geo_0,2022-08-08,10366.067878478934,3.14,3186.0,2298.0194541358146,2299.5906288611914,2900.0,2846.0,2.001076736947824,4.723855483888058,0.5019675493076952,2.9295320538169856
84,geo_0,2022-08-15,11074.185109613902,3.14,3186.0,2463.115548228631,2462.367862958939,3119.0,3032.0,8.940148961761508,4.584713059624248,1.9494208069257608,1.0875512413851909
85,geo_0,2022-08-22,11033.966628147766,3.14,3186.0,2451.6530356537114,2450.4064348671345,3092.0,3032.0,7.604294118904095,4.593638264715106,0.225435518830168,1.844362976401547
86,geo_0,2022-08-29,10826.49094290402,3.14,3186.0,2409.156663608472,2408.5751882000295,3086.0,2935.0,7.284153059513455,0.25512796650073444,0.0002153473895647462,0.5447710967776116
87,geo_0,2022-09-05,10740.57184149622,3.14,3186.0,2386.8367169583585,2386.5544879437416,2897.0,3068.0,2.171214208922324,6.407972591408135,2.1880297923523018,1.3169426119248495
88,geo_0,2022-09-12,10507.114263907428,3.14,3186.0,2341.1513765968753,2335.8923888991894,2920.0,2931.0,1.0170483208692058,0.4477488887510028,1.920858823780819,1.3187276529430212
89,geo_0,2022-09-19,10689.27675608028,3.14,3186.0,2384.8497997615714,2381.985360838982,2954.0,3002.0,0.7223374824132844,3.0873957951252837,1.8568306119026912,0.34897440669985313
90,geo_0,2022-09-26,10485.927891960293,3.14,3186.0,2334.5160224208744,2331.0623104573233,2965.0,2863.0,1.2300304437325802,3.8747564670900942,0.034242841784464684,1.681594518281627
91,geo_0,2022-10-03,10270.770731557037,3.14,3186.0,2285.9911372121283,2285.829154435113,2936.0,2778.0,0.21809201416445267,8.117015761122133,0.19659033582615892,0.31045022224979946
92,geo_0,2022-10-10,10626.340569961163,3.14,3186.0,2359.2892662338168,2364.2304340492205,3063.0,2840.0,6.126157255135937,5.010288278033737,0.5444674964826568,1.0174791590250567
93,geo_0,2022-10-17,10608.055503563695,3.14,3186.0,2361.0420495387293,2357.9764033949873,2890.0,3005.0,2.5219166971422524,3.260825396304872,0.646006088746516,0.3749512934180188
94,geo_0,2022-10-24,10926.58595957695,3.14,3186.0,2431.0317236186356,2430.8559394157664,2926.0,3154.0,0.6978149819565664,10.715072977033678,0.3563815971671095,1.2234031522244266
95,geo_0,2022-10-31,10614.48739321914,3.14,3186.0,2355.0211445815216,2358.8073396839877,2871.0,3027.0,3.4642845486172433,4.335254346745915,1.6252314510271875,0.6020576556067476
96,geo_0,2022-11-07,10606.849335276804,3.14,3186.0,2352.347130790194,2354.739633614132,2996.0,2883.0,2.803585908862522,2.840467488705987,0.10438333942845057,1.0521650792609745
97,geo_0,2022-11-14,10890.997536782063,3.14,3186.0,2416.262224236929,2413.018575557692,3052.0,2983.0,5.616383302658768,2.1422683438887598,0.2604370036086867,2.543014595406736
98,geo_0,2022-11-21,11075.260821222999,3.14,3186.0,2462.8507583100068,2466.641931943765,3077.0,3082.0,6.858952756068337,7.1175207698186576,0.2928569097234486,1.2670508693491829
99,geo_0,2022-11-28,11445.74655648824,3.14,3186.0,2539.651250831341,2538.974585599753,3216.0,3134.0,13.81617974640345,9.682639747181959,0.9607171817725044,0.16809349774119742
100,geo_0,2022-12-05,10701.292045178641,3.14,3186.0,2380.8718945099326,2379.5281649617864,2963.0,2976.0,1.154090810287782,1.8031041121203681,1.5232766605317538,0.828453668777752
101,geo_0,2022-12-12,11109.714174410596,3.14,3186.0,2470.439968489168,2469.137087565945,3110.0,3066.0,8.498297979435566,6.276318653612989,1.7717905512136674,1.8235041539637313
102,geo_0,2022-12-19,10621.357746986521,3.14,3186.0,2355.967484872651,2362.216461788176,3064.0,2838.0,6.20065763048796,5.084780221554173,3.16323594928069,2.336527949436392
103,geo_0,2022-12-26,10667.03940610884,3.14,3186.0,2366.1192612870514,2361.97841583057,2998.0,2926.0,2.878369378005322,0.6901545460284435,0.6308181620575564,0.7606208224240736
104,geo_0,2023-01-02,10834.06040532307,3.14,3186.0,2408.233684828679,2407.622631120358,3028.0,2990.0,4.399622995216191,2.5092480517852103,2.099659595887113,1.6552637307225977
105,geo_0,2023-01-09,10990.489016124184,3.14,3186.0,2448.3690764362736,2448.314075973272,3091.0,3032.0,7.550894540462959,4.58609107595651,1.640131526097592,0.6169560443108344
106,geo_0,2023-01-16,10872.368442398732,3.14,3186.0,2415.386231048912,2410.192956941399,3079.0,2953.0,6.931639810544881,0.6679045163202848,0.9756738756010643,0.2619690907943113
107,geo_0,2023-01-23,10572.91243362436,3.14,3186.0,2347.071755988923,2346.50973577731,2906.0,2959.0,1.7222312795912522,0.9497515339872575,1.2799245990432382,0.901849610357042
108,geo_0,2023-01-30,10858.896162656893,3.14,3186.0,2416.516133406653,2415.9959655724965,2998.0,3038.0,2.914897930692797,4.895758677775409,1.910178908092592,1.317218215191302
109,geo_0,2023-02-06,11199.40737708542,3.14,3186.0,2489.103714029496,2490.1968262536034,3226.0,2996.0,14.29654475345426,2.7887142416967867,1.786327962108976,0.5335809032640569
110,geo_0,2023-02-13,10545.484935806886,3.14,3186.0,2347.031243826712,2347.7076587307724,2904.0,2965.0,1.779725002463885,1.270091121503068,0.05555374408174962,0.5899503067974515
111,geo_0,2023-02-20,10816.52472492935,3.14,3186.0,2403.7498428704675,2403.008576027518,2954.0,3048.0,0.6820201267695292,5.407407368867311,0.9829795861385594,1.3791517355550817
112,geo_0,2023-02-27,10511.033982242554,3.14,3186.0,2336.6408307486936,2339.058316751171,2846.0,3006.0,4.703985072223124,3.3163099710016586,3.259308950690852,0.9577428483393573
113,geo_0,2023-03-06,10851.801413446772,3.14,3186.0,2416.577732462611,2414.021979056067,3016.0,3023.0,3.782532689826878,4.160905181001379,0.044054999507223025,0.6540182243006136
114,geo_0,2023-03-13,10646.269006277707,3.14,3186.0,2371.5572370313794,2365.257479258501,2940.0,2976.0,0.013419655173186662,1.810391351319965,0.5364040253539057,1.4814814737734623
115,geo_0,2023-03-20,10452.989820713876,3.14,3186.0,2323.415269798489,2324.476207324052,2858.0,2951.0,4.120304544912658,0.5334005831890298,0.5407970144446248,1.0632619942003316
116,geo_0,2023-03-27,10776.050287561093,3.14,3186.0,2396.492404495175,2394.6319674363035,2946.0,3042.0,0.28569261991641115,5.080250231307128,1.1565065379653756,1.2321810362002759
117,geo_0,2023-04-03,10742.33602027459,3.14,3186.0,2383.4897557580816,2385.3222213310223,2884.0,3078.0,2.7809121591095636,6.905990508549967,0.4026839310346373,0.762078270263993
118,geo_0,2023-04-10,10686.725396127487,3.14,3186.0,2379.712022465188,2378.1426434749696,3149.0,2793.0,10.472422722456844,7.349925125067664,0.42406090898253157,0.5066801166378059
119,geo_0,2023-04-17,11010.621308317255,3.14,3186.0,2442.1064970850994,2449.51871340953,3043.0,3068.0,5.131293653890505,6.384540175151228,0.45713852398328225,1.4160500462614256
120,geo_0,2023-04-24,10575.089844122638,3.14,3186.0,2355.731078393326,2355.479960965064,2936.0,2960.0,0.18718512776114515,1.0136409283560117,0.15618243182191272,1.7811981017099934
121,geo_0,2023-05-01,10745.739301186233,3.14,3186.0,2385.310972824491,2383.3903649361046,2987.0,2970.0,2.335597112065222,1.5110456029913584,2.494484544491369,1.0699850250135325
122,geo_0,2023-05-08,10414.140057118297,3.14,3186.0,2318.7942516819744,2317.18974929075,2969.0,2832.0,1.454935154764389,5.3800190316498835,1.426258730778101,1.6769080350302454
123,geo_0,2023-05-15,11215.186191721408,3.14,3186.0,2494.715207990768,2489.4782577380556,3115.0,3108.0,8.7616578239156,8.398092960184105,0.36256297444777097,0.6027281856712023
124,geo_0,2023-05-22,10392.904681604212,3.14,3186.0,2309.281101152133,2309.086287067258,2919.0,2853.0,1.066821296021014,4.33212163901257,0.8671194224130444,0.7022091205982717
125,geo_0,2023-05-29,10786.157860988136,3.14,3186.0,2398.5992922469063,2398.841265706855,3052.0,2942.0,5.605324382263793,0.12106015093466915,0.6909870309528778,0.6760038063299767
126,geo_0,2023-06-05,10747.876589368938,3.14,3186.0,2395.236324896444,2391.5518654979887,3014.0,2968.0,3.7097658166038983,1.403357914274524,2.15233156478312,2.0796185920368213
127,geo_0,2023-06-12,11045.58929515023,3.14,3186.0,2454.819281177565,2452.9272128690277,3069.0,3069.0,6.457693755350933,6.47374571828003,0.18663574079579714,0.46642432780251397
128,geo_0,2023-06-19,10404.098378147462,3.14,3186.0,2314.1561516781794,2316.10165775422,2927.0,2862.0,0.6279868923179217,3.9168197769752773,1.5210648764527586,0.4242120301869339
129,geo_0,2023-06-26,10614.904171840391,3.14,3186.0,2362.8353011175236,2362.137404875228,2842.0,3061.0,4.914691986675409,6.051896895536026,1.1419531633207796,0.6806715828549048
130,geo_0,2023-07-03,10466.30087531982,3.14,3186.0,2330.68858531814,2327.137714326713,2881.0,2949.0,2.9442962889201443,0.4659182285065624,1.6915387510701865,1.694749143656006
131,geo_0,2023-07-10,10673.578039768478,3.14,3186.0,2366.5780777173336,2377.07777266228,2940.0,2995.0,0.018429807747459392,2.7371635186522685,0.2744026215364157,0.3833639553950554
132,geo_0,2023-07-17,10479.595142957578,3.14,3186.0,2328.5814537021697,2328.9203376126743,2806.0,3019.0,6.681399029232535,3.9438929839691426,0.5829383973350819,1.6103793791072052
133,geo_0,2023-07-24,10888.168049850026,3.14,3186.0,2424.561847022945,2422.6710431793013,3052.0,3009.0,5.619455119171028,3.442110435223307,0.1888592577840289,0.49318364570131246
134,geo_0,2023-07-31,10794.699187419012,3.14,3186.0,2390.7118158820235,2396.738099512055,2969.0,3010.0,1.4455691415076415,3.487000831343917,0.4036859615494919,0.9474327037304537
135,geo_0,2023-08-07,10372.709408661,3.14,3186.0,2305.8699749582024,2305.6762448734767,3040.0,2723.0,4.99523172820065,10.862963782133251,0.9362798058465069,1.1887785967938285
136,geo_0,2023-08-14,11234.76199514137,3.14,3186.0,2490.7846393613363,2498.558618890015,3196.0,3039.0,12.779561541253472,4.950466613439632,1.5238910238342056,1.0884220870446615
137,geo_0,2023-08-21,10612.434796824673,3.14,3186.0,2356.459088745735,2361.022346853769,2935.0,2961.0,0.2620429119351,1.0452331240619945,0.6891138283015283,1.0974001662687833
138,geo_0,2023-08-28,10867.358535255482,3.14,3186.0,2409.1391936602745,2418.5613668517694,3049.0,2988.0,5.468708886745942,2.4194803048281672,1.39904634564013,1.7725927564266502
139,geo_0,2023-09-04,10805.682121851149,3.14,3186.0,2405.3690637702907,2399.0758350288534,2797.0,3206.0,7.153422338907472,13.322464306796597,2.955912308250694,1.3900933226879264
140,geo_0,2023-09-11,10972.585103970852,3.14,3186.0,2437.1571377788696,2437.3809216223367,2989.0,3102.0,2.4472967138376367,8.100863558578999,0.34759141761297996,0.6090466248123989
141,geo_0,2023-09-18,10941.569819547793,3.14,3186.0,2432.0501429554506,2430.5279044772383,2931.0,3154.0,0.4602492389219557,10.681885271228989,1.4937417773491886,0.8838960609656334
142,geo_0,2023-09-25,10978.609626835645,3.14,3186.0,2434.8049114208925,2436.4906611787746,3029.0,3061.0,4.4317184444613975,6.044219172377254,1.0306844677814944,3.0644928613593194
143,geo_0,2023-10-02,10821.298134034243,3.14,3186.0,2406.356698083476,2406.112916133879,2895.0,3121.0,2.226266830734774,9.055726448413505,0.8894593427675274,2.0201727117157997
144,geo_0,2023-10-09,11176.64806712845,3.14,3186.0,2481.958325863488,2480.839376641849,3069.0,3130.0,6.449090822673941,9.509231147824991,0.30795015221560884,2.536377054245798
145,geo_0,2023-10-16,10614.262785292874,3.14,3186.0,2353.9631589340415,2352.9973885061436,2937.0,2952.0,0.14043779820789482,0.5948644076960612,1.2863436888922797,1.6088438344754508
146,geo_0,2023-10-23,11030.390013059741,3.14,3186.0,2450.978811131166,2448.1834509238993,3230.0,2894.0,14.519583488419709,2.3000791136077368,0.04525336614695474,2.211145289682701
147,geo_0,2023-10-30,10978.503281511077,3.14,3186.0,2440.434829274846,2446.9091466054965,2986.0,3114.0,2.320251496608396,8.684456813013476,1.6898181645347883,2.3018462295649984
148,geo_0,2023-11-06,10918.483319787676,3.14,3186.0,2428.6790951986363,2424.661072506918,3010.0,3058.0,3.488624838574278,5.914768398766467,0.3719124403584211,0.5189728815392123
149,geo_0,2023-11-13,10797.412164140755,3.14,3186.0,2398.974667274806,2397.7643055802564,2960.0,3037.0,1.0027548536856241,4.850279439237594,3.303916697683942,0.06001582272154726
150,geo_0,2023-11-20,10867.747246895788,3.14,3186.0,2419.013789759855,2412.249549890438,2869.0,3166.0,3.532634258676583,11.29065339809094,0.8640502993216792,2.1368913626026953
